query_id,user_id,query_text,category,use_case,budget_min,budget_max,preferred_brand,primary_preference,pref_performance,pref_battery,pref_portability,pref_display,pref_camera,pref_audio,pref_gaming,pref_office,pref_connectivity,pref_quality,pref_sustainability,query_time,split
Q001721,U01084,请推荐适合轻度游戏的平板电脑，预算3200元左右，优先考虑屏幕素质好,平板电脑,轻度游戏,2099,3200,极昼,display,0.19133,0.0385,0.02851,0.37065,0.01378,0.02502,0.18607,0.03588,0.01378,0.0827,0.01378,2026-04-19T13:15:00+10:00,train
Q001722,U00980,想买一款笔记本电脑，平时内容创作，预算不超过6900元，比较看重续航持久,笔记本电脑,内容创作,5199,6900,森屿,battery,0.20148,0.25618,0.03831,0.18398,0.1233,0.01451,0.026,0.02207,0.01451,0.10516,0.01451,2026-04-19T13:41:00+10:00,train
Q001723,U01628,想买一款键鼠套装，平时轻度游戏，预算不超过1000元，比较看重连接稳定,键鼠套装,轻度游戏,699,1000,岚川,connectivity,0.17108,0.01397,0.03724,0.13617,0.01397,0.01397,0.21216,0.03983,0.25703,0.09062,0.01397,2026-04-19T14:25:00+10:00,train
Q001724,U02340,2700元以内的显示器，内容创作用，要求屏幕素质好,显示器,内容创作,1899,2700,极昼,display,0.19379,0.01435,0.01435,0.40936,0.12201,0.01435,0.03533,0.03301,0.02187,0.12721,0.01435,2026-04-19T14:51:00+10:00,train
Q001725,U01630,请推荐适合编程开发的键鼠套装，预算1500元左右，优先考虑品质可靠,键鼠套装,编程开发,999,1500,云驰,quality,0.19052,0.10232,0.02683,0.11996,0.01411,0.01411,0.03925,0.1948,0.02943,0.25455,0.01411,2026-04-19T15:25:00+10:00,train
Q001726,U00604,请推荐适合轻度游戏的笔记本电脑，预算8100元左右，优先考虑屏幕素质好,笔记本电脑,轻度游戏,5799,8100,矩阵,display,0.19413,0.02103,0.02408,0.37223,0.01432,0.01432,0.21678,0.02855,0.01432,0.08591,0.01432,2026-04-19T15:56:00+10:00,train
Q001727,U00312,9700元以内的笔记本电脑，编程开发用，要求办公效率高,笔记本电脑,编程开发,6399,9700,玄甲,office,0.20996,0.11492,0.02665,0.12956,0.01418,0.01418,0.03015,0.41786,0.01418,0.01418,0.01418,2026-04-19T16:18:00+10:00,train
Q001728,U02048,预算500元，主要用于内容创作，希望连接稳定，帮我推荐头戴耳机,头戴耳机,内容创作,299,500,岚川,connectivity,0.19534,0.02711,0.02942,0.17725,0.12299,0.02133,0.01447,0.01447,0.25315,0.12999,0.01447,2026-04-19T16:50:00+10:00,train
Q001729,U01282,请推荐适合影音娱乐的键鼠套装，预算1300元左右，优先考虑轻便易携带,键鼠套装,影音娱乐,999,1300,星云,portability,0.08774,0.1243,0.26178,0.19742,0.01462,0.17914,0.02514,0.02424,0.0412,0.02979,0.01462,2026-04-19T17:16:00+10:00,train
Q001730,U02077,想买一款智能手机，平时差旅通勤，预算不超过3800元，比较看重连接稳定,智能手机,差旅通勤,2199,3800,云驰,connectivity,0.03136,0.18904,0.21684,0.03166,0.03355,0.01422,0.01422,0.01422,0.35533,0.08533,0.01422,2026-04-19T17:45:00+10:00,train
Q001731,U02292,请推荐适合差旅通勤的智能手机，预算6600元左右，优先考虑轻便易携带,智能手机,差旅通勤,3899,6600,云驰,portability,0.03558,0.19423,0.42906,0.02785,0.03943,0.0142,0.0142,0.0142,0.13184,0.0852,0.0142,2026-04-19T18:28:00+10:00,train
Q001732,U00429,预算7100元，主要用于编程开发，希望连接稳定，帮我推荐智能手机,智能手机,编程开发,5299,7100,极昼,connectivity,0.19759,0.1168,0.03771,0.13905,0.03832,0.01355,0.01355,0.16594,0.2504,0.01355,0.01355,2026-04-19T18:59:00+10:00,train
Q001733,U00415,想买一款平板电脑，平时轻度游戏，预算不超过5300元，比较看重音质和降噪好,平板电脑,轻度游戏,3099,5300,极昼,audio,0.18216,0.03953,0.02695,0.15306,0.01402,0.25053,0.18928,0.03229,0.01402,0.08413,0.01402,2026-04-19T19:16:00+10:00,train
Q001734,U01078,想买一款笔记本电脑，平时学习办公，预算不超过9600元，比较看重续航持久,笔记本电脑,学习办公,6599,9600,澄光,battery,0.03112,0.39122,0.14588,0.11041,0.01428,0.01428,0.03436,0.21562,0.01428,0.01428,0.01428,2026-04-19T19:53:00+10:00,train
Q001735,U00112,请推荐适合差旅通勤的笔记本电脑，预算9400元左右，优先考虑游戏体验稳定,笔记本电脑,差旅通勤,5599,9400,森屿,gaming,0.02213,0.19702,0.20759,0.02426,0.01432,0.01432,0.26453,0.03395,0.12169,0.0859,0.01432,2026-04-19T20:12:00+10:00,train
Q001736,U01077,请推荐适合差旅通勤的智能手机，预算2700元左右，优先考虑拍照清晰,智能手机,差旅通勤,2099,2700,森屿,camera,0.03751,0.19593,0.20633,0.02846,0.25768,0.01396,0.01396,0.01396,0.13452,0.08375,0.01396,2026-04-19T20:57:00+10:00,train
Q001737,U00843,请推荐适合内容创作的笔记本电脑，预算7300元左右，优先考虑办公效率高,笔记本电脑,内容创作,4799,7300,矩阵,office,0.19955,0.03732,0.02121,0.18069,0.12157,0.0143,0.03901,0.25404,0.0143,0.1037,0.0143,2026-04-19T21:24:00+10:00,train
Q001738,U00882,预算11600元，主要用于差旅通勤，希望办公效率高，帮我推荐笔记本电脑,笔记本电脑,差旅通勤,8999,11600,岚川,office,0.0374,0.19312,0.2108,0.02908,0.01384,0.01384,0.03917,0.24816,0.11767,0.08306,0.01384,2026-04-19T21:55:00+10:00,train
Q001739,U01445,请推荐适合内容创作的显示器，预算3100元左右，优先考虑品质可靠,显示器,内容创作,1799,3100,矩阵,quality,0.18976,0.01406,0.01406,0.19852,0.11948,0.01406,0.02984,0.03781,0.03963,0.32873,0.01406,2026-04-19T22:13:00+10:00,train
Q001740,U02468,想买一款头戴耳机，平时差旅通勤，预算不超过1300元，比较看重品质可靠,头戴耳机,差旅通勤,799,1300,云驰,quality,0.01407,0.19771,0.21284,0.01407,0.01407,0.03905,0.01407,0.01407,0.13795,0.32806,0.01407,2026-04-19T22:49:00+10:00,train
Q001741,U01925,2000元以内的头戴耳机，编程开发用，要求连接稳定,头戴耳机,编程开发,1099,2000,玄甲,connectivity,0.1941,0.11016,0.0323,0.12221,0.01438,0.03166,0.01438,0.17613,0.26008,0.03023,0.01438,2026-04-19T23:17:00+10:00,train
Q001742,U00359,预算4500元，主要用于内容创作，希望轻便易携带，帮我推荐笔记本电脑,笔记本电脑,内容创作,3099,4500,岚川,portability,0.20324,0.02224,0.25911,0.18365,0.12101,0.01424,0.0338,0.03102,0.01424,0.10321,0.01424,2026-04-19T23:46:00+10:00,train
Q001743,U00450,预算2700元，主要用于差旅通勤，希望连接稳定，帮我推荐头戴耳机,头戴耳机,差旅通勤,1699,2700,星云,connectivity,0.01472,0.19508,0.22565,0.01472,0.01472,0.03243,0.01472,0.01472,0.36423,0.0943,0.01472,2026-04-20T00:28:00+10:00,train
Q001744,U00919,1600元以内的头戴耳机，学习办公用，要求品质可靠,头戴耳机,学习办公,1099,1600,云驰,quality,0.01467,0.18514,0.15116,0.10632,0.01467,0.02041,0.01467,0.19798,0.02698,0.25335,0.01467,2026-04-20T01:00:00+10:00,train
Q001745,U02257,请推荐适合学习办公的平板电脑，预算4100元左右，优先考虑轻便易携带,平板电脑,学习办公,2799,4100,澄光,portability,0.03604,0.17067,0.37119,0.11646,0.01365,0.03115,0.01365,0.20624,0.01365,0.01365,0.01365,2026-04-20T01:13:00+10:00,train
Q001746,U01682,预算4300元，主要用于影音娱乐，希望办公效率高，帮我推荐显示器,显示器,影音娱乐,2599,4300,极昼,office,0.08966,0.12702,0.01494,0.21129,0.01494,0.18305,0.02958,0.2554,0.02618,0.03299,0.01494,2026-04-20T01:53:00+10:00,train
Q001747,U00271,预算8200元，主要用于内容创作，希望性能流畅，帮我推荐笔记本电脑,笔记本电脑,内容创作,5699,8200,星云,performance,0.41548,0.0397,0.03686,0.19212,0.11853,0.01394,0.03401,0.02037,0.01394,0.1011,0.01394,2026-04-20T02:27:00+10:00,train
Q001748,U02243,请推荐适合学习办公的键鼠套装，预算600元左右，优先考虑游戏体验稳定,键鼠套装,学习办公,399,600,云驰,gaming,0.01414,0.15558,0.16197,0.10254,0.01414,0.01414,0.2461,0.2055,0.03156,0.04018,0.01414,2026-04-20T02:49:00+10:00,train
Q001749,U01206,预算3600元，主要用于轻度游戏，希望品质可靠，帮我推荐显示器,显示器,轻度游戏,2099,3600,岚川,quality,0.17421,0.01422,0.01422,0.16138,0.01422,0.01422,0.20797,0.03724,0.03041,0.31769,0.01422,2026-04-20T03:29:00+10:00,train
Q001750,U00970,5200元以内的平板电脑，轻度游戏用，要求轻便易携带,平板电脑,轻度游戏,3999,5200,云驰,portability,0.18969,0.03183,0.24424,0.16161,0.01397,0.03328,0.18865,0.02494,0.01397,0.08384,0.01397,2026-04-20T03:48:00+10:00,train
Q001751,U01684,想买一款笔记本电脑，平时轻度游戏，预算不超过4900元，比较看重轻便易携带,笔记本电脑,轻度游戏,2899,4900,星云,portability,0.18586,0.01961,0.25307,0.15844,0.01397,0.01397,0.21261,0.03073,0.01397,0.08381,0.01397,2026-04-20T04:29:00+10:00,train
Q001752,U01131,想买一款智能手机，平时内容创作，预算不超过3700元，比较看重续航持久,智能手机,内容创作,2499,3700,极昼,battery,0.21831,0.2544,0.02991,0.18205,0.12968,0.01422,0.01422,0.01422,0.02569,0.10308,0.01422,2026-04-20T04:56:00+10:00,train
Q001753,U02361,4100元以内的智能手机，编程开发用，要求拍照清晰,智能手机,编程开发,2599,4100,岚川,camera,0.20935,0.11679,0.0262,0.1282,0.25103,0.0144,0.0144,0.17636,0.03449,0.0144,0.0144,2026-04-20T05:22:00+10:00,train
Q001754,U01552,请推荐适合编程开发的笔记本电脑，预算7200元左右，优先考虑轻便易携带,笔记本电脑,编程开发,5499,7200,极昼,portability,0.19322,0.12424,0.25682,0.14175,0.01389,0.01389,0.02273,0.19181,0.01389,0.01389,0.01389,2026-04-20T05:52:00+10:00,train
Q001755,U01769,想买一款笔记本电脑，平时编程开发，预算不超过8700元，比较看重屏幕素质好,笔记本电脑,编程开发,6399,8700,玄甲,display,0.20098,0.11345,0.02462,0.35943,0.01444,0.01444,0.03006,0.19926,0.01444,0.01444,0.01444,2026-04-20T06:25:00+10:00,train
Q001756,U01543,想买一款智能手机，平时影音娱乐，预算不超过6500元，比较看重性能流畅,智能手机,影音娱乐,3899,6500,森屿,performance,0.32631,0.13074,0.03342,0.20397,0.02929,0.17834,0.01456,0.01456,0.0397,0.01456,0.01456,2026-04-20T06:57:00+10:00,train
Q001757,U01867,预算5000元，主要用于影音娱乐，希望办公效率高，帮我推荐平板电脑,平板电脑,影音娱乐,3499,5000,星云,office,0.10522,0.14224,0.035,0.19684,0.01416,0.19625,0.01416,0.25365,0.01416,0.01416,0.01416,2026-04-20T07:30:00+10:00,train
Q001758,U00902,预算1600元，主要用于学习办公，希望游戏体验稳定，帮我推荐显示器,显示器,学习办公,1199,1600,岚川,gaming,0.01417,0.15582,0.13812,0.12822,0.01417,0.01417,0.24632,0.21542,0.0265,0.03293,0.01417,2026-04-20T07:50:00+10:00,train
Q001759,U01863,想买一款笔记本电脑，平时差旅通勤，预算不超过8200元，比较看重续航持久,笔记本电脑,差旅通勤,4799,8200,云驰,battery,0.03232,0.40798,0.21691,0.03601,0.01412,0.01412,0.03386,0.02591,0.11998,0.08469,0.01412,2026-04-20T08:29:00+10:00,train
Q001760,U01045,预算4300元，主要用于编程开发，希望办公效率高，帮我推荐显示器,显示器,编程开发,2599,4300,云驰,office,0.19343,0.10388,0.01433,0.14119,0.01433,0.01433,0.02855,0.41747,0.02364,0.03452,0.01433,2026-04-20T08:53:00+10:00,train
Q001761,U00785,3100元以内的智能手机，学习办公用，要求性能流畅,智能手机,学习办公,1899,3100,矩阵,performance,0.24798,0.17712,0.15119,0.11869,0.03418,0.01407,0.01407,0.18992,0.02464,0.01407,0.01407,2026-04-20T09:20:00+10:00,train
Q001762,U02125,2800元以内的头戴耳机，差旅通勤用，要求品质可靠,头戴耳机,差旅通勤,1999,2800,星云,quality,0.0148,0.20065,0.21018,0.0148,0.0148,0.02487,0.0148,0.0148,0.14264,0.33285,0.0148,2026-04-20T09:43:00+10:00,train
Q001763,U00113,5600元以内的平板电脑，编程开发用，要求屏幕素质好,平板电脑,编程开发,3699,5600,极昼,display,0.20171,0.11197,0.0266,0.36597,0.01418,0.02394,0.01418,0.19893,0.01418,0.01418,0.01418,2026-04-20T10:20:00+10:00,train
Q001764,U01790,预算7900元，主要用于差旅通勤，希望轻便易携带，帮我推荐智能手机,智能手机,差旅通勤,5299,7900,矩阵,portability,0.03859,0.20144,0.43528,0.02192,0.0238,0.01466,0.01466,0.01466,0.13239,0.08795,0.01466,2026-04-20T10:40:00+10:00,train
Q001765,U01762,请推荐适合差旅通勤的平板电脑，预算4000元左右，优先考虑续航持久,平板电脑,差旅通勤,2499,4000,极昼,battery,0.03063,0.42212,0.20911,0.02476,0.01405,0.02835,0.01405,0.03914,0.11944,0.08431,0.01405,2026-04-20T11:15:00+10:00,train
Q001766,U00837,预算2600元，主要用于编程开发，希望音质和降噪好，帮我推荐头戴耳机,头戴耳机,编程开发,1699,2600,澄光,audio,0.19426,0.12188,0.03498,0.12231,0.01439,0.24907,0.01439,0.17627,0.02537,0.03269,0.01439,2026-04-20T11:41:00+10:00,train
Q001767,U01550,预算4000元，主要用于差旅通勤，希望品质可靠，帮我推荐显示器,显示器,差旅通勤,3099,4000,岚川,quality,0.01445,0.18609,0.19513,0.03396,0.01445,0.01445,0.02398,0.02605,0.14759,0.32939,0.01445,2026-04-20T12:21:00+10:00,train
Q001768,U02494,想买一款平板电脑，平时影音娱乐，预算不超过3700元，比较看重性能流畅,平板电脑,影音娱乐,2699,3700,澄光,performance,0.3264,0.14622,0.02453,0.21482,0.01413,0.18451,0.01413,0.03289,0.01413,0.01413,0.01413,2026-04-20T12:54:00+10:00,train
Q001769,U01194,4000元以内的平板电脑，编程开发用，要求轻便易携带,平板电脑,编程开发,2499,4000,矩阵,portability,0.20389,0.12593,0.2511,0.13596,0.01463,0.02133,0.01463,0.18866,0.01463,0.01463,0.01463,2026-04-20T13:28:00+10:00,train
Q001770,U01316,请推荐适合轻度游戏的笔记本电脑，预算6600元左右，优先考虑性能流畅,笔记本电脑,轻度游戏,4599,6600,岚川,performance,0.39138,0.03733,0.03354,0.1535,0.01382,0.01382,0.20838,0.03766,0.01382,0.08293,0.01382,2026-04-20T13:47:00+10:00,train
Q001771,U02484,请推荐适合影音娱乐的笔记本电脑，预算10900元左右，优先考虑屏幕素质好,笔记本电脑,影音娱乐,7999,10900,矩阵,display,0.09598,0.13302,0.02541,0.44463,0.01466,0.17963,0.03455,0.02813,0.01466,0.01466,0.01466,2026-04-20T14:20:00+10:00,train
Q001772,U01783,想买一款键鼠套装，平时学习办公，预算不超过1800元，比较看重连接稳定,键鼠套装,学习办公,1199,1800,岚川,connectivity,0.01406,0.15471,0.16033,0.10197,0.01406,0.01406,0.02171,0.21436,0.25287,0.03779,0.01406,2026-04-20T14:43:00+10:00,train
Q001773,U00251,想买一款智能手机，平时编程开发，预算不超过6200元，比较看重性能流畅,智能手机,编程开发,4599,6200,极昼,performance,0.42886,0.12111,0.02225,0.13649,0.03045,0.01405,0.01405,0.17214,0.03249,0.01405,0.01405,2026-04-20T15:18:00+10:00,train
Q001774,U02017,3600元以内的智能手机，编程开发用，要求续航持久,智能手机,编程开发,1999,3600,极昼,battery,0.21411,0.3345,0.03859,0.12847,0.03168,0.01419,0.01419,0.17387,0.02199,0.01419,0.01419,2026-04-20T15:57:00+10:00,train
Q001775,U00819,预算3200元，主要用于内容创作，希望性能流畅，帮我推荐智能手机,智能手机,内容创作,2099,3200,云驰,performance,0.42191,0.02104,0.03843,0.18771,0.13896,0.01408,0.01408,0.01408,0.03354,0.10208,0.01408,2026-04-20T16:19:00+10:00,train
Q001776,U01805,预算2600元，主要用于编程开发，希望音质和降噪好，帮我推荐平板电脑,平板电脑,编程开发,1899,2600,极昼,audio,0.21262,0.10953,0.02035,0.13097,0.01431,0.26112,0.01431,0.19385,0.01431,0.01431,0.01431,2026-04-20T16:44:00+10:00,train
Q001777,U00749,预算3300元，主要用于编程开发，希望品质可靠，帮我推荐显示器,显示器,编程开发,1899,3300,星云,quality,0.19104,0.10259,0.01415,0.13811,0.01415,0.01415,0.03894,0.17981,0.03327,0.25963,0.01415,2026-04-20T17:15:00+10:00,train
Q001778,U00603,请推荐适合影音娱乐的智能手机，预算6900元左右，优先考虑屏幕素质好,智能手机,影音娱乐,5199,6900,矩阵,display,0.09583,0.1384,0.02808,0.44373,0.02692,0.18147,0.01481,0.01481,0.02631,0.01481,0.01481,2026-04-20T17:53:00+10:00,train
Q001779,U01305,3200元以内的平板电脑，编程开发用，要求续航持久,平板电脑,编程开发,2199,3200,森屿,battery,0.20629,0.34622,0.02787,0.12727,0.01424,0.02193,0.01424,0.19921,0.01424,0.01424,0.01424,2026-04-20T18:14:00+10:00,train
Q001780,U01084,想买一款智能手机，平时学习办公，预算不超过4200元，比较看重拍照清晰,智能手机,学习办公,3199,4200,极昼,camera,0.03381,0.16681,0.14986,0.11967,0.25936,0.01404,0.01404,0.18957,0.02476,0.01404,0.01404,2026-04-20T18:50:00+10:00,train
Q001781,U00519,预算4500元，主要用于内容创作，希望性能流畅，帮我推荐智能手机,智能手机,内容创作,3499,4500,矩阵,performance,0.42886,0.03933,0.03823,0.18029,0.12695,0.01394,0.01394,0.01394,0.02957,0.10103,0.01394,2026-04-20T19:29:00+10:00,train
Q001782,U00828,3000元以内的智能手机，差旅通勤用，要求连接稳定,智能手机,差旅通勤,2199,3000,矩阵,connectivity,0.02007,0.20169,0.21216,0.03431,0.02425,0.01455,0.01455,0.01455,0.362,0.08732,0.01455,2026-04-20T19:59:00+10:00,train
Q001783,U01089,请推荐适合差旅通勤的智能手机，预算6500元左右，优先考虑拍照清晰,智能手机,差旅通勤,4999,6500,极昼,camera,0.02966,0.20562,0.21258,0.03037,0.24685,0.01432,0.01432,0.01432,0.1317,0.08594,0.01432,2026-04-20T20:23:00+10:00,train
Q001784,U02298,想买一款平板电脑，平时编程开发，预算不超过5300元，比较看重屏幕素质好,平板电脑,编程开发,3099,5300,矩阵,display,0.21589,0.12116,0.0208,0.3465,0.0141,0.03247,0.0141,0.1927,0.0141,0.0141,0.0141,2026-04-20T20:53:00+10:00,train
Q001785,U00269,请推荐适合差旅通勤的笔记本电脑，预算4300元左右，优先考虑轻便易携带,笔记本电脑,差旅通勤,3299,4300,极昼,portability,0.02837,0.19274,0.43359,0.02641,0.01443,0.01443,0.03484,0.0316,0.12261,0.08655,0.01443,2026-04-20T21:13:00+10:00,train
Q001786,U00100,3500元以内的显示器，差旅通勤用，要求游戏体验稳定,显示器,差旅通勤,2099,3500,极昼,gaming,0.0143,0.18409,0.19303,0.04066,0.0143,0.0143,0.2574,0.0281,0.14668,0.09285,0.0143,2026-04-20T21:48:00+10:00,train
Q001787,U00646,预算2900元，主要用于轻度游戏，希望性能流畅，帮我推荐平板电脑,平板电脑,轻度游戏,2199,2900,森屿,performance,0.40523,0.03394,0.02855,0.14541,0.01409,0.03805,0.19021,0.0318,0.01409,0.08454,0.01409,2026-04-20T22:24:00+10:00,train
Q001788,U00721,预算1300元，主要用于内容创作，希望音质和降噪好，帮我推荐头戴耳机,头戴耳机,内容创作,699,1300,极昼,audio,0.19733,0.04024,0.02204,0.17906,0.12424,0.25503,0.01462,0.01462,0.02602,0.1122,0.01462,2026-04-20T22:50:00+10:00,train
Q001789,U01272,预算5200元，主要用于差旅通勤，希望性能流畅，帮我推荐智能手机,智能手机,差旅通勤,3899,5200,星云,performance,0.25703,0.20416,0.21163,0.02616,0.03202,0.01394,0.01394,0.01394,0.12961,0.08363,0.01394,2026-04-20T23:19:00+10:00,train
Q001790,U00503,1300元以内的键鼠套装，内容创作用，要求轻便易携带,键鼠套装,内容创作,999,1300,极昼,portability,0.19513,0.01445,0.25348,0.17706,0.12286,0.01445,0.03591,0.02733,0.02067,0.1242,0.01445,2026-04-20T23:43:00+10:00,train
Q001791,U01407,想买一款平板电脑，平时轻度游戏，预算不超过3200元，比较看重屏幕素质好,平板电脑,轻度游戏,2499,3200,云驰,display,0.18917,0.02678,0.02314,0.37838,0.01448,0.03632,0.19555,0.0203,0.01448,0.08691,0.01448,2026-04-21T00:17:00+10:00,train
Q001792,U00122,想买一款平板电脑，平时影音娱乐，预算不超过4600元，比较看重办公效率高,平板电脑,影音娱乐,3399,4600,澄光,office,0.09471,0.13145,0.0398,0.20998,0.01449,0.18965,0.01449,0.26196,0.01449,0.01449,0.01449,2026-04-21T00:51:00+10:00,train
Q001793,U02472,预算4500元，主要用于学习办公，希望品质可靠，帮我推荐显示器,显示器,学习办公,2699,4500,澄光,quality,0.01437,0.15806,0.1401,0.12416,0.01437,0.01437,0.03361,0.20433,0.02731,0.25496,0.01437,2026-04-21T01:29:00+10:00,train
Q001794,U02192,预算800元，主要用于影音娱乐，希望游戏体验稳定，帮我推荐键鼠套装,键鼠套装,影音娱乐,399,800,森屿,gaming,0.08831,0.1251,0.0295,0.19869,0.01472,0.18029,0.26164,0.03352,0.02266,0.03085,0.01472,2026-04-21T01:46:00+10:00,train
Q001795,U01430,请推荐适合差旅通勤的平板电脑，预算2200元左右，优先考虑音质和降噪好,平板电脑,差旅通勤,1199,2200,极昼,audio,0.038,0.19286,0.20028,0.02432,0.01425,0.26227,0.01425,0.03281,0.12117,0.08553,0.01425,2026-04-21T02:26:00+10:00,train
Q001796,U00910,3100元以内的头戴耳机，影音娱乐用，要求连接稳定,头戴耳机,影音娱乐,1799,3100,玄甲,connectivity,0.08923,0.1475,0.02144,0.20078,0.01487,0.1894,0.01487,0.01487,0.26664,0.0255,0.01487,2026-04-21T02:52:00+10:00,train
Q001797,U00765,9900元以内的笔记本电脑，编程开发用，要求屏幕素质好,笔记本电脑,编程开发,7099,9900,极昼,display,0.20303,0.11166,0.03419,0.35896,0.01424,0.01424,0.03524,0.18574,0.01424,0.01424,0.01424,2026-04-21T03:12:00+10:00,train
Q001798,U00626,想买一款显示器，平时影音娱乐，预算不超过1700元，比较看重连接稳定,显示器,影音娱乐,1299,1700,矩阵,connectivity,0.08827,0.12505,0.01471,0.22282,0.01471,0.18022,0.03135,0.02439,0.25136,0.03242,0.01471,2026-04-21T03:59:00+10:00,train
Q001799,U01256,请推荐适合轻度游戏的头戴耳机，预算1100元左右，优先考虑音质和降噪好,头戴耳机,轻度游戏,799,1100,星云,audio,0.17383,0.0375,0.03767,0.13835,0.01419,0.25262,0.19157,0.01419,0.02662,0.09926,0.01419,2026-04-21T04:27:00+10:00,train
Q001800,U00255,想买一款笔记本电脑，平时差旅通勤，预算不超过3700元，比较看重续航持久,笔记本电脑,差旅通勤,2199,3700,云驰,battery,0.03534,0.41798,0.20482,0.03872,0.01385,0.01385,0.02717,0.03365,0.1177,0.08308,0.01385,2026-04-21T04:57:00+10:00,train
Q001801,U01860,想买一款笔记本电脑，平时差旅通勤，预算不超过10000元，比较看重屏幕素质好,笔记本电脑,差旅通勤,6099,10000,星云,display,0.03636,0.20178,0.21096,0.24899,0.01375,0.01375,0.03372,0.02753,0.11689,0.08251,0.01375,2026-04-21T05:17:00+10:00,train
Q001802,U01022,6000元以内的智能手机，内容创作用，要求轻便易携带,智能手机,内容创作,4499,6000,岚川,portability,0.20974,0.03018,0.24103,0.19439,0.13441,0.01411,0.01411,0.01411,0.03156,0.10226,0.01411,2026-04-21T05:49:00+10:00,train
Q001803,U01644,请推荐适合影音娱乐的笔记本电脑，预算7900元左右，优先考虑续航持久,笔记本电脑,影音娱乐,5899,7900,云驰,battery,0.10515,0.35482,0.02446,0.21603,0.01423,0.17429,0.02888,0.03945,0.01423,0.01423,0.01423,2026-04-21T06:30:00+10:00,train
Q001804,U02311,7600元以内的笔记本电脑，内容创作用，要求办公效率高,笔记本电脑,内容创作,5699,7600,森屿,office,0.20788,0.02651,0.01935,0.18833,0.11932,0.01404,0.03617,0.25856,0.01404,0.10177,0.01404,2026-04-21T06:47:00+10:00,train
Q001805,U00187,想买一款平板电脑，平时编程开发，预算不超过5400元，比较看重音质和降噪好,平板电脑,编程开发,3399,5400,玄甲,audio,0.20813,0.12506,0.03968,0.13797,0.01397,0.24154,0.01397,0.17778,0.01397,0.01397,0.01397,2026-04-21T07:12:00+10:00,train
Q001806,U00713,请推荐适合内容创作的笔记本电脑，预算9900元左右，优先考虑游戏体验稳定,笔记本电脑,内容创作,5899,9900,云驰,gaming,0.19578,0.03073,0.03344,0.19397,0.11944,0.01405,0.25579,0.02684,0.01405,0.10187,0.01405,2026-04-21T07:51:00+10:00,train
Q001807,U00223,预算1700元，主要用于内容创作，希望续航持久，帮我推荐头戴耳机,头戴耳机,内容创作,1099,1700,岚川,battery,0.19117,0.26067,0.02051,0.17346,0.12036,0.03603,0.01416,0.01416,0.0393,0.11601,0.01416,2026-04-21T08:28:00+10:00,train
Q001808,U01182,预算6600元，主要用于学习办公，希望续航持久，帮我推荐智能手机,智能手机,学习办公,4899,6600,星云,battery,0.02949,0.39362,0.14834,0.109,0.03963,0.01391,0.01391,0.1878,0.03646,0.01391,0.01391,2026-04-21T08:57:00+10:00,train
Q001809,U00601,请推荐适合编程开发的平板电脑，预算3600元左右，优先考虑轻便易携带,平板电脑,编程开发,2499,3600,岚川,portability,0.20211,0.12066,0.25598,0.13319,0.01396,0.02908,0.01396,0.18917,0.01396,0.01396,0.01396,2026-04-21T09:21:00+10:00,train
Q001810,U01537,想买一款键鼠套装，平时学习办公，预算不超过300元，比较看重办公效率高,键鼠套装,学习办公,199,300,岚川,office,0.01413,0.15538,0.15341,0.10241,0.01413,0.01413,0.02939,0.43654,0.03737,0.02901,0.01413,2026-04-21T09:45:00+10:00,train
Q001811,U02353,想买一款智能手机，平时编程开发，预算不超过5700元，比较看重屏幕素质好,智能手机,编程开发,3899,5700,星云,display,0.20337,0.11692,0.03571,0.35804,0.02172,0.01386,0.01386,0.16977,0.03903,0.01386,0.01386,2026-04-21T10:21:00+10:00,train
Q001812,U01273,预算6500元，主要用于差旅通勤，希望性能流畅，帮我推荐智能手机,智能手机,差旅通勤,4599,6500,岚川,performance,0.25881,0.20251,0.21102,0.02817,0.02692,0.01419,0.01419,0.01419,0.13063,0.08516,0.01419,2026-04-21T10:45:00+10:00,train
Q001813,U01890,1600元以内的智能手机，学习办公用，要求续航持久,智能手机,学习办公,899,1600,矩阵,battery,0.03869,0.39508,0.1475,0.11068,0.02412,0.0143,0.0143,0.19311,0.0336,0.0143,0.0143,2026-04-21T11:16:00+10:00,train
Q001814,U02496,请推荐适合内容创作的平板电脑，预算2800元左右，优先考虑轻便易携带,平板电脑,内容创作,1799,2800,云驰,portability,0.2041,0.0342,0.25506,0.18707,0.11855,0.03752,0.01395,0.02054,0.01395,0.10112,0.01395,2026-04-21T11:49:00+10:00,train
Q001815,U00904,请推荐适合学习办公的平板电脑，预算4200元左右，优先考虑性能流畅,平板电脑,学习办公,2599,4200,澄光,performance,0.24963,0.17111,0.14549,0.11363,0.01383,0.03862,0.01383,0.21236,0.01383,0.01383,0.01383,2026-04-21T12:15:00+10:00,train
Q001816,U00233,预算5000元，主要用于差旅通勤，希望品质可靠，帮我推荐显示器,显示器,差旅通勤,3199,5000,矩阵,quality,0.01466,0.18878,0.19795,0.02653,0.01466,0.01466,0.02469,0.03652,0.13547,0.33141,0.01466,2026-04-21T12:42:00+10:00,train
