interaction_id,query_id,user_id,product_id,position,clicked,added_to_cart,purchased,dwell_seconds,relevance_grade,event_time,split
I00010543,Q000879,U01424,P00028,7,0,0,0,0,3,2026-04-02T00:30:34+10:00,train
I00010544,Q000879,U01424,P00054,8,0,0,0,0,3,2026-04-02T00:30:02+10:00,train
I00010545,Q000879,U01424,P00033,9,0,0,0,0,1,2026-04-02T00:30:52+10:00,train
I00010546,Q000879,U01424,P00057,10,0,0,0,0,3,2026-04-02T00:30:47+10:00,train
I00010547,Q000879,U01424,P00049,11,0,0,0,0,1,2026-04-02T00:31:02+10:00,train
I00010548,Q000879,U01424,P00019,12,0,0,0,0,1,2026-04-02T00:31:07+10:00,train
I00010549,Q000880,U00679,P00098,1,1,1,1,64.6,3,2026-04-02T00:44:09+10:00,train
I00010550,Q000880,U00679,P00073,2,0,0,0,0,2,2026-04-02T00:44:53+10:00,train
I00010551,Q000880,U00679,P00025,3,1,0,0,46.6,2,2026-04-02T00:44:23+10:00,train
I00010552,Q000880,U00679,P00018,4,0,0,0,0,2,2026-04-02T00:44:50+10:00,train
I00010553,Q000880,U00679,P00082,5,0,0,0,0,2,2026-04-02T00:45:23+10:00,train
I00010554,Q000880,U00679,P00008,6,1,0,0,46.9,2,2026-04-02T00:45:20+10:00,train
I00010555,Q000880,U00679,P00055,7,0,0,0,0,0,2026-04-02T00:44:50+10:00,train
I00010556,Q000880,U00679,P00084,8,0,0,0,0,1,2026-04-02T00:45:10+10:00,train
I00010557,Q000880,U00679,P00009,9,1,0,0,35.6,1,2026-04-02T00:45:28+10:00,train
I00010558,Q000880,U00679,P00108,10,0,0,0,0,1,2026-04-02T00:45:43+10:00,train
I00010559,Q000880,U00679,P00074,11,1,0,0,35.4,1,2026-04-02T00:45:56+10:00,train
I00010560,Q000880,U00679,P00049,12,0,0,0,0,0,2026-04-02T00:45:55+10:00,train
I00010561,Q000881,U00854,P00223,1,0,0,0,0,0,2026-04-02T01:28:56+10:00,train
I00010562,Q000881,U00854,P00141,2,0,0,0,0,2,2026-04-02T01:28:55+10:00,train
I00010563,Q000881,U00854,P00238,3,1,0,0,42.5,2,2026-04-02T01:29:11+10:00,train
I00010564,Q000881,U00854,P00131,4,0,0,0,0,1,2026-04-02T01:29:01+10:00,train
I00010565,Q000881,U00854,P00199,5,0,0,0,0,2,2026-04-02T01:28:45+10:00,train
I00010566,Q000881,U00854,P00221,6,0,0,0,0,0,2026-04-02T01:29:17+10:00,train
I00010567,Q000881,U00854,P00122,7,1,0,0,15.9,1,2026-04-02T01:29:38+10:00,train
I00010568,Q000881,U00854,P00134,8,1,0,0,64.0,3,2026-04-02T01:29:30+10:00,train
I00010569,Q000881,U00854,P00128,9,0,0,0,0,2,2026-04-02T01:29:31+10:00,train
I00010570,Q000881,U00854,P00168,10,0,0,0,0,2,2026-04-02T01:29:29+10:00,train
I00010571,Q000881,U00854,P00207,11,0,0,0,0,1,2026-04-02T01:30:04+10:00,train
I00010572,Q000881,U00854,P00183,12,0,0,0,0,0,2026-04-02T01:29:59+10:00,train
I00010573,Q000882,U00564,P00172,1,1,1,0,50.9,3,2026-04-02T01:55:10+10:00,train
I00010574,Q000882,U00564,P00203,2,1,0,0,46.4,2,2026-04-02T01:55:47+10:00,train
I00010575,Q000882,U00564,P00197,3,1,0,0,47.4,3,2026-04-02T01:55:36+10:00,train
I00010576,Q000882,U00564,P00212,4,1,0,0,52.1,2,2026-04-02T01:55:38+10:00,train
I00010577,Q000882,U00564,P00231,5,1,0,0,62.7,3,2026-04-02T01:56:11+10:00,train
I00010578,Q000882,U00564,P00144,6,1,0,0,47.6,3,2026-04-02T01:55:51+10:00,train
I00010579,Q000882,U00564,P00129,7,1,1,1,57.1,3,2026-04-02T01:56:33+10:00,train
I00010580,Q000882,U00564,P00217,8,1,0,0,65.7,3,2026-04-02T01:56:33+10:00,train
I00010581,Q000882,U00564,P00123,9,0,0,0,0,2,2026-04-02T01:56:50+10:00,train
I00010582,Q000882,U00564,P00169,10,1,1,1,66.8,3,2026-04-02T01:56:41+10:00,train
I00010583,Q000882,U00564,P00211,11,1,1,0,21.2,1,2026-04-02T01:56:24+10:00,train
I00010584,Q000882,U00564,P00186,12,1,0,0,43.9,2,2026-04-02T01:57:12+10:00,train
I00010585,Q000883,U00492,P00538,1,0,0,0,0,1,2026-04-02T02:27:49+10:00,train
I00010586,Q000883,U00492,P00501,2,0,0,0,0,1,2026-04-02T02:27:24+10:00,train
I00010587,Q000883,U00492,P00500,3,1,1,0,41.1,2,2026-04-02T02:28:03+10:00,train
I00010588,Q000883,U00492,P00514,4,1,0,0,8.6,0,2026-04-02T02:27:44+10:00,train
I00010589,Q000883,U00492,P00499,5,1,1,0,64.4,3,2026-04-02T02:27:55+10:00,train
I00010590,Q000883,U00492,P00568,6,0,0,0,0,2,2026-04-02T02:27:45+10:00,train
I00010591,Q000883,U00492,P00553,7,0,0,0,0,0,2026-04-02T02:28:03+10:00,train
I00010592,Q000883,U00492,P00507,8,0,0,0,0,0,2026-04-02T02:28:00+10:00,train
I00010593,Q000883,U00492,P00492,9,1,0,0,31.1,2,2026-04-02T02:28:33+10:00,train
I00010594,Q000883,U00492,P00594,10,0,0,0,0,1,2026-04-02T02:28:50+10:00,train
I00010595,Q000883,U00492,P00556,11,0,0,0,0,0,2026-04-02T02:28:59+10:00,train
I00010596,Q000883,U00492,P00532,12,1,0,0,43.5,2,2026-04-02T02:29:10+10:00,train
I00010597,Q000884,U01013,P00489,1,1,0,0,35.7,2,2026-04-02T02:40:08+10:00,train
I00010598,Q000884,U01013,P00592,2,0,0,0,0,1,2026-04-02T02:40:59+10:00,train
I00010599,Q000884,U01013,P00561,3,0,0,0,0,1,2026-04-02T02:41:10+10:00,train
I00010600,Q000884,U01013,P00515,4,1,0,0,74.7,3,2026-04-02T02:41:07+10:00,train
I00010601,Q000884,U01013,P00501,5,0,0,0,0,1,2026-04-02T02:40:54+10:00,train
I00010602,Q000884,U01013,P00550,6,0,0,0,0,2,2026-04-02T02:40:54+10:00,train
I00010603,Q000884,U01013,P00496,7,1,0,0,45.9,2,2026-04-02T02:41:25+10:00,train
I00010604,Q000884,U01013,P00549,8,0,0,0,0,0,2026-04-02T02:41:34+10:00,train
I00010605,Q000884,U01013,P00596,9,0,0,0,0,3,2026-04-02T02:41:48+10:00,train
I00010606,Q000884,U01013,P00556,10,1,0,0,41.5,2,2026-04-02T02:41:55+10:00,train
I00010607,Q000884,U01013,P00598,11,0,0,0,0,2,2026-04-02T02:41:27+10:00,train
I00010608,Q000884,U01013,P00563,12,1,1,0,77.8,3,2026-04-02T02:41:41+10:00,train
I00010609,Q000885,U00876,P00101,1,1,0,0,69.2,3,2026-04-02T03:29:23+10:00,train
I00010610,Q000885,U00876,P00001,2,0,0,0,0,3,2026-04-02T03:29:49+10:00,train
I00010611,Q000885,U00876,P00052,3,0,0,0,0,3,2026-04-02T03:29:24+10:00,train
I00010612,Q000885,U00876,P00008,4,1,1,0,65.3,3,2026-04-02T03:30:10+10:00,train
I00010613,Q000885,U00876,P00077,5,1,0,0,60.2,3,2026-04-02T03:30:04+10:00,train
I00010614,Q000885,U00876,P00025,6,0,0,0,0,2,2026-04-02T03:29:42+10:00,train
I00010615,Q000885,U00876,P00104,7,1,0,0,43.3,3,2026-04-02T03:30:21+10:00,train
I00010616,Q000885,U00876,P00038,8,1,1,1,52.9,3,2026-04-02T03:30:15+10:00,train
I00010617,Q000885,U00876,P00073,9,1,1,0,61.2,3,2026-04-02T03:30:12+10:00,train
I00010618,Q000885,U00876,P00090,10,0,0,0,0,3,2026-04-02T03:30:16+10:00,train
I00010619,Q000885,U00876,P00109,11,0,0,0,0,1,2026-04-02T03:30:27+10:00,train
I00010620,Q000885,U00876,P00057,12,1,1,0,69.6,3,2026-04-02T03:30:28+10:00,train
I00010621,Q000886,U01252,P00044,1,0,0,0,0,2,2026-04-02T03:41:22+10:00,train
I00010622,Q000886,U01252,P00025,2,1,0,0,43.1,2,2026-04-02T03:41:22+10:00,train
I00010623,Q000886,U01252,P00092,3,0,0,0,0,2,2026-04-02T03:41:53+10:00,train
I00010624,Q000886,U01252,P00048,4,1,0,0,32.9,2,2026-04-02T03:41:35+10:00,train
I00010625,Q000886,U01252,P00035,5,0,0,0,0,1,2026-04-02T03:41:55+10:00,train
I00010626,Q000886,U01252,P00012,6,1,0,0,55.5,2,2026-04-02T03:42:09+10:00,train
I00010627,Q000886,U01252,P00110,7,0,0,0,0,1,2026-04-02T03:41:52+10:00,train
I00010628,Q000886,U01252,P00020,8,0,0,0,0,1,2026-04-02T03:41:59+10:00,train
I00010629,Q000886,U01252,P00010,9,1,0,0,53.6,2,2026-04-02T03:42:35+10:00,train
I00010630,Q000886,U01252,P00004,10,0,0,0,0,0,2026-04-02T03:42:53+10:00,train
I00010631,Q000886,U01252,P00002,11,0,0,0,0,0,2026-04-02T03:42:53+10:00,train
I00010632,Q000886,U01252,P00060,12,0,0,0,0,1,2026-04-02T03:42:37+10:00,train
I00010633,Q000887,U00384,P00234,1,1,1,0,51.2,2,2026-04-02T04:30:55+10:00,train
I00010634,Q000887,U00384,P00231,2,0,0,0,0,2,2026-04-02T04:30:47+10:00,train
I00010635,Q000887,U00384,P00222,3,1,0,0,48.3,1,2026-04-02T04:31:01+10:00,train
I00010636,Q000887,U00384,P00163,4,1,0,0,50.1,2,2026-04-02T04:31:17+10:00,train
I00010637,Q000887,U00384,P00233,5,1,0,0,62.4,3,2026-04-02T04:30:35+10:00,train
I00010638,Q000887,U00384,P00199,6,0,0,0,0,2,2026-04-02T04:30:42+10:00,train
I00010639,Q000887,U00384,P00180,7,1,0,0,32.1,2,2026-04-02T04:30:57+10:00,train
I00010640,Q000887,U00384,P00178,8,0,0,0,0,0,2026-04-02T04:30:59+10:00,train
I00010641,Q000887,U00384,P00158,9,0,0,0,0,0,2026-04-02T04:31:41+10:00,train
I00010642,Q000887,U00384,P00122,10,0,0,0,0,1,2026-04-02T04:31:35+10:00,train
I00010643,Q000887,U00384,P00136,11,0,0,0,0,1,2026-04-02T04:31:18+10:00,train
I00010644,Q000887,U00384,P00128,12,1,0,0,55.2,3,2026-04-02T04:32:10+10:00,train
I00010645,Q000888,U02265,P00235,1,1,1,1,62.2,3,2026-04-02T04:41:45+10:00,train
I00010646,Q000888,U02265,P00189,2,0,0,0,0,1,2026-04-02T04:41:53+10:00,train
I00010647,Q000888,U02265,P00163,3,1,1,0,34.0,2,2026-04-02T04:41:41+10:00,train
I00010648,Q000888,U02265,P00233,4,0,0,0,0,3,2026-04-02T04:42:05+10:00,train
I00010649,Q000888,U02265,P00179,5,1,1,1,61.0,3,2026-04-02T04:41:50+10:00,train
I00010650,Q000888,U02265,P00139,6,0,0,0,0,1,2026-04-02T04:41:47+10:00,train
I00010651,Q000888,U02265,P00136,7,0,0,0,0,3,2026-04-02T04:42:10+10:00,train
I00010652,Q000888,U02265,P00213,8,0,0,0,0,1,2026-04-02T04:42:22+10:00,train
I00010653,Q000888,U02265,P00225,9,1,0,0,57.7,3,2026-04-02T04:42:37+10:00,train
I00010654,Q000888,U02265,P00227,10,1,1,0,55.4,3,2026-04-02T04:42:23+10:00,train
I00010655,Q000888,U02265,P00228,11,0,0,0,0,0,2026-04-02T04:42:31+10:00,train
I00010656,Q000888,U02265,P00140,12,0,0,0,0,2,2026-04-02T04:43:14+10:00,train
I00010657,Q000889,U00340,P00137,1,1,0,0,59.6,3,2026-04-02T05:27:48+10:00,train
I00010658,Q000889,U00340,P00172,2,1,1,1,60.3,3,2026-04-02T05:27:47+10:00,train
I00010659,Q000889,U00340,P00208,3,1,0,0,51.3,2,2026-04-02T05:28:01+10:00,train
I00010660,Q000889,U00340,P00234,4,0,0,0,0,3,2026-04-02T05:27:53+10:00,train
I00010661,Q000889,U00340,P00196,5,0,0,0,0,3,2026-04-02T05:27:50+10:00,train
I00010662,Q000889,U00340,P00203,6,0,0,0,0,2,2026-04-02T05:28:13+10:00,train
I00010663,Q000889,U00340,P00181,7,1,0,0,51.5,2,2026-04-02T05:28:12+10:00,train
I00010664,Q000889,U00340,P00195,8,1,0,0,60.7,3,2026-04-02T05:28:29+10:00,train
I00010665,Q000889,U00340,P00128,9,0,0,0,0,3,2026-04-02T05:28:45+10:00,train
I00010666,Q000889,U00340,P00237,10,1,1,0,43.5,2,2026-04-02T05:28:30+10:00,train
I00010667,Q000889,U00340,P00190,11,1,0,0,45.8,2,2026-04-02T05:29:07+10:00,train
I00010668,Q000889,U00340,P00201,12,0,0,0,0,1,2026-04-02T05:28:58+10:00,train
I00010669,Q000890,U02072,P00549,1,0,0,0,0,3,2026-04-02T05:44:54+10:00,train
I00010670,Q000890,U02072,P00600,2,0,0,0,0,2,2026-04-02T05:44:39+10:00,train
I00010671,Q000890,U02072,P00538,3,0,0,0,0,2,2026-04-02T05:44:51+10:00,train
I00010672,Q000890,U02072,P00577,4,1,0,0,58.5,3,2026-04-02T05:45:14+10:00,train
I00010673,Q000890,U02072,P00489,5,0,0,0,0,1,2026-04-02T05:44:51+10:00,train
I00010674,Q000890,U02072,P00503,6,0,0,0,0,3,2026-04-02T05:45:22+10:00,train
I00010675,Q000890,U02072,P00544,7,0,0,0,0,1,2026-04-02T05:45:03+10:00,train
I00010676,Q000890,U02072,P00530,8,1,1,1,57.6,3,2026-04-02T05:45:19+10:00,train
I00010677,Q000890,U02072,P00566,9,1,0,0,68.2,3,2026-04-02T05:45:27+10:00,train
I00010678,Q000890,U02072,P00598,10,1,0,0,53.0,3,2026-04-02T05:45:42+10:00,train
I00010679,Q000890,U02072,P00532,11,0,0,0,0,1,2026-04-02T05:45:37+10:00,train
I00010680,Q000890,U02072,P00486,12,1,0,0,57.4,3,2026-04-02T05:45:41+10:00,train
I00010681,Q000891,U02407,P00005,1,0,0,0,0,0,2026-04-02T06:12:44+10:00,train
I00010682,Q000891,U02407,P00093,2,0,0,0,0,0,2026-04-02T06:12:35+10:00,train
I00010683,Q000891,U02407,P00114,3,0,0,0,0,1,2026-04-02T06:13:04+10:00,train
I00010684,Q000891,U02407,P00065,4,1,0,0,64.1,3,2026-04-02T06:12:45+10:00,train
I00010685,Q000891,U02407,P00015,5,0,0,0,0,1,2026-04-02T06:12:40+10:00,train
I00010686,Q000891,U02407,P00113,6,1,0,0,29.3,1,2026-04-02T06:13:08+10:00,train
I00010687,Q000891,U02407,P00041,7,0,0,0,0,0,2026-04-02T06:13:15+10:00,train
I00010688,Q000891,U02407,P00079,8,1,0,0,37.7,2,2026-04-02T06:13:26+10:00,train
I00010689,Q000891,U02407,P00031,9,0,0,0,0,1,2026-04-02T06:13:30+10:00,train
I00010690,Q000891,U02407,P00058,10,0,0,0,0,0,2026-04-02T06:13:29+10:00,train
I00010691,Q000891,U02407,P00108,11,0,0,0,0,0,2026-04-02T06:13:46+10:00,train
I00010692,Q000891,U02407,P00071,12,1,0,0,11.0,0,2026-04-02T06:13:56+10:00,train
I00010693,Q000892,U00567,P00125,1,1,0,0,66.4,3,2026-04-02T06:55:20+10:00,train
I00010694,Q000892,U00567,P00161,2,1,0,0,59.9,3,2026-04-02T06:55:32+10:00,train
I00010695,Q000892,U00567,P00236,3,0,0,0,0,3,2026-04-02T06:56:09+10:00,train
I00010696,Q000892,U00567,P00137,4,0,0,0,0,3,2026-04-02T06:55:37+10:00,train
I00010697,Q000892,U00567,P00221,5,1,1,0,43.8,3,2026-04-02T06:56:02+10:00,train
I00010698,Q000892,U00567,P00178,6,1,0,0,60.8,3,2026-04-02T06:56:19+10:00,train
I00010699,Q000892,U00567,P00163,7,1,0,0,29.7,1,2026-04-02T06:55:52+10:00,train
I00010700,Q000892,U00567,P00146,8,0,0,0,0,2,2026-04-02T06:56:27+10:00,train
I00010701,Q000892,U00567,P00204,9,1,0,0,56.7,3,2026-04-02T06:56:44+10:00,train
I00010702,Q000892,U00567,P00193,10,1,1,1,58.1,3,2026-04-02T06:56:35+10:00,train
I00010703,Q000892,U00567,P00165,11,0,0,0,0,1,2026-04-02T06:56:18+10:00,train
I00010704,Q000892,U00567,P00194,12,1,0,0,58.7,3,2026-04-02T06:57:08+10:00,train
I00010705,Q000893,U00350,P00223,1,1,1,0,72.4,3,2026-04-02T07:29:21+10:00,train
I00010706,Q000893,U00350,P00192,2,1,0,0,69.3,3,2026-04-02T07:29:57+10:00,train
I00010707,Q000893,U00350,P00162,3,1,0,0,63.3,3,2026-04-02T07:29:48+10:00,train
I00010708,Q000893,U00350,P00189,4,1,0,0,56.8,3,2026-04-02T07:29:48+10:00,train
I00010709,Q000893,U00350,P00126,5,1,0,0,59.5,3,2026-04-02T07:29:52+10:00,train
I00010710,Q000893,U00350,P00179,6,1,1,1,53.5,3,2026-04-02T07:30:08+10:00,train
I00010711,Q000893,U00350,P00164,7,0,0,0,0,2,2026-04-02T07:30:31+10:00,train
I00010712,Q000893,U00350,P00211,8,0,0,0,0,1,2026-04-02T07:30:18+10:00,train
I00010713,Q000893,U00350,P00181,9,0,0,0,0,1,2026-04-02T07:30:30+10:00,train
I00010714,Q000893,U00350,P00147,10,0,0,0,0,2,2026-04-02T07:30:35+10:00,train
I00010715,Q000893,U00350,P00153,11,1,0,0,35.9,1,2026-04-02T07:31:01+10:00,train
I00010716,Q000893,U00350,P00194,12,0,0,0,0,2,2026-04-02T07:31:10+10:00,train
I00010717,Q000894,U02176,P00399,1,1,0,0,45.4,2,2026-04-02T07:50:46+10:00,train
I00010718,Q000894,U02176,P00436,2,1,1,1,57.8,3,2026-04-02T07:50:17+10:00,train
I00010719,Q000894,U02176,P00457,3,1,0,0,33.8,2,2026-04-02T07:50:35+10:00,train
I00010720,Q000894,U02176,P00415,4,0,0,0,0,3,2026-04-02T07:50:55+10:00,train
I00010721,Q000894,U02176,P00462,5,0,0,0,0,2,2026-04-02T07:51:22+10:00,train
I00010722,Q000894,U02176,P00416,6,1,0,0,64.6,3,2026-04-02T07:51:21+10:00,train
I00010723,Q000894,U02176,P00404,7,0,0,0,0,1,2026-04-02T07:50:54+10:00,train
I00010724,Q000894,U02176,P00396,8,0,0,0,0,3,2026-04-02T07:51:21+10:00,train
I00010725,Q000894,U02176,P00381,9,1,1,0,61.4,3,2026-04-02T07:51:09+10:00,train
I00010726,Q000894,U02176,P00398,10,0,0,0,0,1,2026-04-02T07:51:43+10:00,train
I00010727,Q000894,U02176,P00392,11,0,0,0,0,3,2026-04-02T07:51:55+10:00,train
I00010728,Q000894,U02176,P00453,12,1,0,0,57.5,3,2026-04-02T07:52:00+10:00,train
I00010729,Q000895,U01772,P00098,1,0,0,0,0,2,2026-04-02T08:12:38+10:00,train
I00010730,Q000895,U01772,P00104,2,1,0,0,43.3,2,2026-04-02T08:12:30+10:00,train
I00010731,Q000895,U01772,P00107,3,1,0,0,43.0,2,2026-04-02T08:13:11+10:00,train
I00010732,Q000895,U01772,P00114,4,0,0,0,0,1,2026-04-02T08:13:15+10:00,train
I00010733,Q000895,U01772,P00113,5,0,0,0,0,1,2026-04-02T08:12:45+10:00,train
I00010734,Q000895,U01772,P00089,6,0,0,0,0,1,2026-04-02T08:13:19+10:00,train
I00010735,Q000895,U01772,P00028,7,0,0,0,0,2,2026-04-02T08:13:00+10:00,train
I00010736,Q000895,U01772,P00070,8,1,0,0,45.7,2,2026-04-02T08:13:32+10:00,train
I00010737,Q000895,U01772,P00011,9,0,0,0,0,2,2026-04-02T08:13:37+10:00,train
I00010738,Q000895,U01772,P00033,10,0,0,0,0,1,2026-04-02T08:13:16+10:00,train
I00010739,Q000895,U01772,P00061,11,0,0,0,0,0,2026-04-02T08:13:49+10:00,train
I00010740,Q000895,U01772,P00002,12,0,0,0,0,1,2026-04-02T08:13:55+10:00,train
I00010741,Q000896,U01131,P00166,1,1,0,0,41.5,2,2026-04-02T08:48:31+10:00,train
I00010742,Q000896,U01131,P00187,2,0,0,0,0,2,2026-04-02T08:48:57+10:00,train
I00010743,Q000896,U01131,P00233,3,0,0,0,0,2,2026-04-02T08:48:25+10:00,train
I00010744,Q000896,U01131,P00209,4,0,0,0,0,2,2026-04-02T08:49:15+10:00,train
I00010745,Q000896,U01131,P00137,5,1,0,0,25.0,1,2026-04-02T08:48:39+10:00,train
I00010746,Q000896,U01131,P00167,6,1,1,0,61.0,3,2026-04-02T08:49:31+10:00,train
I00010747,Q000896,U01131,P00176,7,0,0,0,0,0,2026-04-02T08:49:05+10:00,train
I00010748,Q000896,U01131,P00191,8,0,0,0,0,0,2026-04-02T08:49:10+10:00,train
I00010749,Q000896,U01131,P00150,9,0,0,0,0,1,2026-04-02T08:49:20+10:00,train
I00010750,Q000896,U01131,P00128,10,0,0,0,0,2,2026-04-02T08:49:47+10:00,train
I00010751,Q000896,U01131,P00205,11,0,0,0,0,1,2026-04-02T08:49:49+10:00,train
I00010752,Q000896,U01131,P00140,12,0,0,0,0,0,2026-04-02T08:49:36+10:00,train
I00010753,Q000897,U01042,P00401,1,1,0,0,46.9,2,2026-04-02T09:26:26+10:00,train
I00010754,Q000897,U01042,P00406,2,0,0,0,0,1,2026-04-02T09:26:20+10:00,train
I00010755,Q000897,U01042,P00390,3,0,0,0,0,0,2026-04-02T09:26:56+10:00,train
I00010756,Q000897,U01042,P00469,4,1,0,0,41.5,2,2026-04-02T09:26:33+10:00,train
I00010757,Q000897,U01042,P00393,5,0,0,0,0,0,2026-04-02T09:27:00+10:00,train
I00010758,Q000897,U01042,P00442,6,1,0,0,55.6,3,2026-04-02T09:26:45+10:00,train
I00010759,Q000897,U01042,P00479,7,0,0,0,0,3,2026-04-02T09:27:03+10:00,train
I00010760,Q000897,U01042,P00431,8,0,0,0,0,1,2026-04-02T09:27:35+10:00,train
I00010761,Q000897,U01042,P00384,9,1,0,0,49.5,2,2026-04-02T09:27:49+10:00,train
I00010762,Q000897,U01042,P00391,10,0,0,0,0,1,2026-04-02T09:27:10+10:00,train
I00010763,Q000897,U01042,P00460,11,1,0,0,45.4,2,2026-04-02T09:28:05+10:00,train
I00010764,Q000897,U01042,P00382,12,1,1,1,58.8,3,2026-04-02T09:28:07+10:00,train
I00010765,Q000898,U00189,P00192,1,1,0,0,60.6,3,2026-04-02T09:53:31+10:00,train
I00010766,Q000898,U00189,P00161,2,0,0,0,0,2,2026-04-02T09:53:15+10:00,train
I00010767,Q000898,U00189,P00197,3,1,0,0,40.7,2,2026-04-02T09:53:40+10:00,train
I00010768,Q000898,U00189,P00129,4,1,0,0,42.3,1,2026-04-02T09:54:10+10:00,train
I00010769,Q000898,U00189,P00203,5,0,0,0,0,1,2026-04-02T09:54:20+10:00,train
I00010770,Q000898,U00189,P00180,6,0,0,0,0,2,2026-04-02T09:53:53+10:00,train
I00010771,Q000898,U00189,P00200,7,0,0,0,0,2,2026-04-02T09:54:19+10:00,train
I00010772,Q000898,U00189,P00131,8,0,0,0,0,3,2026-04-02T09:54:28+10:00,train
I00010773,Q000898,U00189,P00195,9,0,0,0,0,1,2026-04-02T09:54:23+10:00,train
I00010774,Q000898,U00189,P00148,10,1,1,0,59.4,3,2026-04-02T09:54:36+10:00,train
I00010775,Q000898,U00189,P00139,11,0,0,0,0,0,2026-04-02T09:54:33+10:00,train
I00010776,Q000898,U00189,P00173,12,0,0,0,0,2,2026-04-02T09:55:03+10:00,train
I00010777,Q000899,U01484,P00520,1,1,0,0,50.3,3,2026-04-02T10:24:17+10:00,train
I00010778,Q000899,U01484,P00501,2,0,0,0,0,3,2026-04-02T10:24:18+10:00,train
I00010779,Q000899,U01484,P00511,3,0,0,0,0,3,2026-04-02T10:24:27+10:00,train
I00010780,Q000899,U01484,P00515,4,1,0,0,37.5,1,2026-04-02T10:24:57+10:00,train
I00010781,Q000899,U01484,P00497,5,0,0,0,0,2,2026-04-02T10:24:55+10:00,train
I00010782,Q000899,U01484,P00510,6,1,0,0,61.2,3,2026-04-02T10:24:52+10:00,train
I00010783,Q000899,U01484,P00587,7,1,0,0,50.9,2,2026-04-02T10:25:15+10:00,train
I00010784,Q000899,U01484,P00543,8,1,1,0,62.3,3,2026-04-02T10:25:42+10:00,train
I00010785,Q000899,U01484,P00481,9,0,0,0,0,1,2026-04-02T10:25:19+10:00,train
I00010786,Q000899,U01484,P00545,10,0,0,0,0,0,2026-04-02T10:25:36+10:00,train
I00010787,Q000899,U01484,P00544,11,0,0,0,0,1,2026-04-02T10:25:48+10:00,train
I00010788,Q000899,U01484,P00551,12,1,0,0,50.2,2,2026-04-02T10:25:30+10:00,train
I00010789,Q000900,U01675,P00523,1,1,0,0,58.3,3,2026-04-02T10:45:34+10:00,train
I00010790,Q000900,U01675,P00515,2,1,0,0,50.6,3,2026-04-02T10:45:17+10:00,train
I00010791,Q000900,U01675,P00561,3,0,0,0,0,3,2026-04-02T10:45:48+10:00,train
I00010792,Q000900,U01675,P00537,4,0,0,0,0,3,2026-04-02T10:45:52+10:00,train
I00010793,Q000900,U01675,P00599,5,0,0,0,0,2,2026-04-02T10:46:10+10:00,train
I00010794,Q000900,U01675,P00502,6,1,1,1,58.0,3,2026-04-02T10:46:30+10:00,train
I00010795,Q000900,U01675,P00487,7,1,0,0,61.8,3,2026-04-02T10:46:38+10:00,train
I00010796,Q000900,U01675,P00588,8,1,0,0,67.0,3,2026-04-02T10:46:38+10:00,train
I00010797,Q000900,U01675,P00493,9,0,0,0,0,2,2026-04-02T10:46:07+10:00,train
I00010798,Q000900,U01675,P00503,10,0,0,0,0,3,2026-04-02T10:46:59+10:00,train
I00010799,Q000900,U01675,P00490,11,1,0,0,58.1,3,2026-04-02T10:46:42+10:00,train
I00010800,Q000900,U01675,P00575,12,0,0,0,0,1,2026-04-02T10:47:07+10:00,train
I00010801,Q000901,U01990,P00657,1,1,1,0,50.6,3,2026-04-02T11:17:34+10:00,train
I00010802,Q000901,U01990,P00615,2,1,0,0,65.0,3,2026-04-02T11:17:35+10:00,train
I00010803,Q000901,U01990,P00604,3,1,0,0,53.6,3,2026-04-02T11:17:51+10:00,train
I00010804,Q000901,U01990,P00613,4,1,1,0,51.7,3,2026-04-02T11:17:35+10:00,train
I00010805,Q000901,U01990,P00648,5,1,1,0,39.7,3,2026-04-02T11:18:21+10:00,train
I00010806,Q000901,U01990,P00693,6,1,0,0,79.9,3,2026-04-02T11:17:54+10:00,train
I00010807,Q000901,U01990,P00619,7,0,0,0,0,3,2026-04-02T11:18:03+10:00,train
I00010808,Q000901,U01990,P00629,8,0,0,0,0,3,2026-04-02T11:18:07+10:00,train
I00010809,Q000901,U01990,P00626,9,0,0,0,0,2,2026-04-02T11:18:50+10:00,train
I00010810,Q000901,U01990,P00681,10,1,1,0,50.1,3,2026-04-02T11:18:35+10:00,train
I00010811,Q000901,U01990,P00707,11,1,1,0,40.3,2,2026-04-02T11:18:21+10:00,train
I00010812,Q000901,U01990,P00618,12,0,0,0,0,0,2026-04-02T11:18:34+10:00,train
I00010813,Q000902,U02115,P00038,1,1,0,0,70.1,3,2026-04-02T11:43:17+10:00,train
I00010814,Q000902,U02115,P00029,2,1,1,1,50.7,3,2026-04-02T11:43:58+10:00,train
I00010815,Q000902,U02115,P00028,3,1,0,0,57.2,3,2026-04-02T11:43:42+10:00,train
I00010816,Q000902,U02115,P00021,4,1,0,0,62.9,3,2026-04-02T11:44:05+10:00,train
I00010817,Q000902,U02115,P00077,5,1,0,0,44.6,2,2026-04-02T11:43:44+10:00,train
I00010818,Q000902,U02115,P00089,6,1,0,0,49.7,3,2026-04-02T11:44:00+10:00,train
I00010819,Q000902,U02115,P00084,7,1,0,0,49.2,3,2026-04-02T11:44:39+10:00,train
I00010820,Q000902,U02115,P00115,8,0,0,0,0,2,2026-04-02T11:44:24+10:00,train
I00010821,Q000902,U02115,P00099,9,0,0,0,0,1,2026-04-02T11:44:15+10:00,train
