user_id,age_group,city_tier,price_sensitivity,preferred_brand,preferred_category,primary_use_case,created_at
U00622,25-34,二线,0.4688,森屿,键鼠套装,学习办公,2026-03-29T09:00:00+10:00
U00623,25-34,一线,0.3491,森屿,显示器,编程开发,2026-05-30T09:00:00+10:00
U00624,35-44,一线,0.2224,星云,头戴耳机,编程开发,2025-10-02T09:00:00+10:00
U00625,25-34,三线及以下,0.4619,岚川,智能手机,差旅通勤,2026-05-02T09:00:00+10:00
U00626,25-34,二线,0.8404,矩阵,平板电脑,轻度游戏,2026-07-29T09:00:00+10:00
U00627,35-44,一线,0.4406,澄光,显示器,学习办公,2025-08-20T09:00:00+10:00
U00628,18-24,二线,0.4758,云驰,键鼠套装,编程开发,2024-11-23T09:00:00+10:00
U00629,25-34,二线,0.1903,云驰,智能手机,轻度游戏,2024-11-22T09:00:00+10:00
U00630,25-34,新一线,0.7592,矩阵,头戴耳机,影音娱乐,2025-09-16T09:00:00+10:00
U00631,35-44,三线及以下,0.7473,极昼,平板电脑,学习办公,2025-07-18T09:00:00+10:00
U00632,18-24,新一线,0.4001,玄甲,笔记本电脑,轻度游戏,2025-04-05T09:00:00+10:00
U00633,45+,新一线,0.5792,玄甲,智能手机,影音娱乐,2024-05-19T09:00:00+10:00
U00634,18-24,二线,0.8762,澄光,平板电脑,差旅通勤,2025-09-23T09:00:00+10:00
U00635,25-34,二线,0.7172,玄甲,笔记本电脑,轻度游戏,2024-07-05T09:00:00+10:00
U00636,25-34,二线,0.5733,澄光,智能手机,学习办公,2024-11-22T09:00:00+10:00
U00637,18-24,新一线,0.7003,森屿,平板电脑,学习办公,2025-07-17T09:00:00+10:00
U00638,18-24,新一线,0.3681,星云,头戴耳机,轻度游戏,2026-02-02T09:00:00+10:00
U00639,18-24,二线,0.5977,矩阵,头戴耳机,编程开发,2024-11-13T09:00:00+10:00
U00640,45+,三线及以下,0.3011,云驰,笔记本电脑,影音娱乐,2025-01-17T09:00:00+10:00
U00641,35-44,三线及以下,0.5574,极昼,显示器,内容创作,2024-09-05T09:00:00+10:00
U00642,18-24,新一线,0.1947,矩阵,显示器,内容创作,2025-10-13T09:00:00+10:00
U00643,18-24,一线,0.8865,矩阵,键鼠套装,轻度游戏,2025-12-23T09:00:00+10:00
U00644,18-24,一线,0.2146,岚川,头戴耳机,内容创作,2024-11-17T09:00:00+10:00
U00645,18-24,新一线,0.7729,极昼,平板电脑,差旅通勤,2025-01-10T09:00:00+10:00
U00646,25-34,新一线,0.2541,森屿,显示器,内容创作,2025-12-31T09:00:00+10:00
U00647,25-34,三线及以下,0.8112,矩阵,显示器,学习办公,2026-07-02T09:00:00+10:00
U00648,45+,二线,0.5657,澄光,平板电脑,影音娱乐,2025-11-16T09:00:00+10:00
U00649,18-24,新一线,0.3413,矩阵,平板电脑,编程开发,2025-12-21T09:00:00+10:00
U00650,25-34,一线,0.6877,矩阵,平板电脑,轻度游戏,2024-12-15T09:00:00+10:00
U00651,18-24,新一线,0.6908,云驰,笔记本电脑,内容创作,2024-06-16T09:00:00+10:00
U00652,45+,一线,0.3842,星云,显示器,编程开发,2026-03-01T09:00:00+10:00
U00653,35-44,一线,0.5816,森屿,平板电脑,学习办公,2024-09-11T09:00:00+10:00
U00654,18-24,二线,0.4534,澄光,显示器,影音娱乐,2025-09-13T09:00:00+10:00
U00655,25-34,新一线,0.4044,澄光,键鼠套装,影音娱乐,2025-09-07T09:00:00+10:00
U00656,35-44,二线,0.6247,玄甲,键鼠套装,影音娱乐,2025-01-31T09:00:00+10:00
U00657,25-34,二线,0.4748,岚川,头戴耳机,影音娱乐,2025-04-15T09:00:00+10:00
U00658,35-44,一线,0.3362,岚川,笔记本电脑,轻度游戏,2026-07-14T09:00:00+10:00
U00659,18-24,二线,0.4932,森屿,头戴耳机,内容创作,2025-04-17T09:00:00+10:00
U00660,18-24,三线及以下,0.5253,云驰,键鼠套装,编程开发,2025-10-07T09:00:00+10:00
U00661,25-34,新一线,0.2149,岚川,显示器,轻度游戏,2026-06-08T09:00:00+10:00
U00662,18-24,新一线,0.3647,玄甲,显示器,学习办公,2026-03-07T09:00:00+10:00
U00663,35-44,二线,0.3678,岚川,头戴耳机,内容创作,2026-07-07T09:00:00+10:00
U00664,25-34,一线,0.5269,星云,智能手机,差旅通勤,2024-04-17T09:00:00+10:00
U00665,18-24,二线,0.1978,极昼,键鼠套装,差旅通勤,2026-04-09T09:00:00+10:00
U00666,25-34,二线,0.4428,矩阵,智能手机,编程开发,2026-03-29T09:00:00+10:00
U00667,45+,二线,0.902,极昼,键鼠套装,轻度游戏,2025-04-24T09:00:00+10:00
U00668,25-34,一线,0.5174,岚川,键鼠套装,影音娱乐,2024-12-08T09:00:00+10:00
U00669,18-24,一线,0.3547,森屿,头戴耳机,内容创作,2024-09-14T09:00:00+10:00
U00670,18-24,二线,0.8172,星云,智能手机,学习办公,2025-07-23T09:00:00+10:00
U00671,25-34,二线,0.3179,岚川,智能手机,编程开发,2026-05-02T09:00:00+10:00
U00672,25-34,二线,0.2476,矩阵,智能手机,差旅通勤,2024-05-18T09:00:00+10:00
U00673,25-34,三线及以下,0.4605,矩阵,平板电脑,差旅通勤,2024-04-17T09:00:00+10:00
U00674,35-44,新一线,0.3996,极昼,显示器,学习办公,2026-06-18T09:00:00+10:00
U00675,18-24,一线,0.704,矩阵,智能手机,轻度游戏,2025-10-03T09:00:00+10:00
U00676,25-34,一线,0.1281,澄光,显示器,影音娱乐,2025-11-30T09:00:00+10:00
U00677,35-44,二线,0.7998,矩阵,键鼠套装,编程开发,2025-02-25T09:00:00+10:00
U00678,25-34,二线,0.3613,森屿,笔记本电脑,学习办公,2025-12-20T09:00:00+10:00
U00679,25-34,新一线,0.4885,矩阵,显示器,内容创作,2026-03-23T09:00:00+10:00
U00680,25-34,三线及以下,0.8545,云驰,智能手机,内容创作,2024-07-16T09:00:00+10:00
U00681,35-44,新一线,0.8442,极昼,显示器,学习办公,2026-04-11T09:00:00+10:00
U00682,35-44,一线,0.8122,极昼,笔记本电脑,编程开发,2024-10-16T09:00:00+10:00
U00683,35-44,一线,0.7149,岚川,笔记本电脑,内容创作,2025-04-09T09:00:00+10:00
U00684,18-24,一线,0.8844,森屿,平板电脑,学习办公,2024-07-18T09:00:00+10:00
U00685,45+,三线及以下,0.388,澄光,头戴耳机,编程开发,2024-08-17T09:00:00+10:00
U00686,18-24,二线,0.5167,玄甲,平板电脑,轻度游戏,2026-03-06T09:00:00+10:00
U00687,18-24,新一线,0.7884,岚川,平板电脑,轻度游戏,2025-01-03T09:00:00+10:00
U00688,18-24,新一线,0.2636,森屿,显示器,编程开发,2025-08-16T09:00:00+10:00
U00689,25-34,三线及以下,0.1471,极昼,头戴耳机,学习办公,2024-09-09T09:00:00+10:00
U00690,25-34,二线,0.4572,极昼,智能手机,差旅通勤,2024-04-09T09:00:00+10:00
U00691,18-24,一线,0.7156,星云,头戴耳机,影音娱乐,2025-06-19T09:00:00+10:00
U00692,25-34,新一线,0.3733,星云,显示器,学习办公,2026-05-22T09:00:00+10:00
U00693,35-44,新一线,0.6681,岚川,笔记本电脑,轻度游戏,2024-11-10T09:00:00+10:00
U00694,25-34,新一线,0.5685,岚川,头戴耳机,学习办公,2025-12-29T09:00:00+10:00
U00695,25-34,二线,0.644,岚川,平板电脑,轻度游戏,2024-06-17T09:00:00+10:00
U00696,18-24,二线,0.7041,极昼,头戴耳机,编程开发,2024-10-20T09:00:00+10:00
U00697,25-34,一线,0.6,玄甲,显示器,差旅通勤,2025-01-04T09:00:00+10:00
U00698,18-24,二线,0.5282,云驰,笔记本电脑,影音娱乐,2024-05-10T09:00:00+10:00
U00699,18-24,新一线,0.1869,云驰,键鼠套装,编程开发,2024-04-02T09:00:00+10:00
U00700,35-44,一线,0.5108,澄光,智能手机,内容创作,2025-12-28T09:00:00+10:00
U00701,18-24,三线及以下,0.5272,森屿,智能手机,编程开发,2025-02-01T09:00:00+10:00
U00702,25-34,一线,0.4433,云驰,键鼠套装,差旅通勤,2025-09-06T09:00:00+10:00
U00703,35-44,新一线,0.5988,澄光,智能手机,轻度游戏,2025-05-07T09:00:00+10:00
U00704,18-24,一线,0.5539,澄光,智能手机,差旅通勤,2024-05-12T09:00:00+10:00
U00705,25-34,三线及以下,0.2038,极昼,显示器,影音娱乐,2025-08-09T09:00:00+10:00
U00706,18-24,新一线,0.801,岚川,头戴耳机,轻度游戏,2024-08-08T09:00:00+10:00
U00707,25-34,三线及以下,0.4136,澄光,智能手机,学习办公,2026-05-25T09:00:00+10:00
U00708,25-34,三线及以下,0.2445,森屿,笔记本电脑,差旅通勤,2024-09-09T09:00:00+10:00
U00709,35-44,新一线,0.7131,森屿,笔记本电脑,学习办公,2024-09-26T09:00:00+10:00
U00710,35-44,新一线,0.2305,澄光,显示器,学习办公,2025-03-20T09:00:00+10:00
U00711,25-34,二线,0.4219,玄甲,键鼠套装,影音娱乐,2024-12-10T09:00:00+10:00
U00712,18-24,三线及以下,0.6205,澄光,头戴耳机,学习办公,2025-01-06T09:00:00+10:00
U00713,35-44,一线,0.3591,云驰,平板电脑,差旅通勤,2025-08-07T09:00:00+10:00
U00714,18-24,二线,0.221,岚川,显示器,轻度游戏,2024-12-06T09:00:00+10:00
U00715,18-24,二线,0.653,澄光,笔记本电脑,轻度游戏,2024-09-21T09:00:00+10:00
U00716,18-24,三线及以下,0.5062,森屿,笔记本电脑,轻度游戏,2024-06-09T09:00:00+10:00
U00717,35-44,新一线,0.5288,澄光,笔记本电脑,轻度游戏,2026-05-05T09:00:00+10:00
U00718,25-34,新一线,0.4378,星云,键鼠套装,内容创作,2025-01-28T09:00:00+10:00
U00719,25-34,新一线,0.4353,岚川,平板电脑,学习办公,2025-02-15T09:00:00+10:00
U00720,18-24,一线,0.5914,云驰,智能手机,内容创作,2025-09-24T09:00:00+10:00
U00721,25-34,新一线,0.7429,极昼,显示器,内容创作,2024-10-15T09:00:00+10:00
U00722,35-44,一线,0.6626,矩阵,显示器,学习办公,2025-08-23T09:00:00+10:00
U00723,25-34,新一线,0.6707,澄光,智能手机,编程开发,2026-03-12T09:00:00+10:00
U00724,25-34,二线,0.4829,极昼,键鼠套装,影音娱乐,2025-08-27T09:00:00+10:00
U00725,18-24,新一线,0.7109,玄甲,头戴耳机,学习办公,2025-07-12T09:00:00+10:00
U00726,45+,新一线,0.3124,森屿,笔记本电脑,内容创作,2026-04-06T09:00:00+10:00
U00727,45+,新一线,0.3485,极昼,键鼠套装,影音娱乐,2025-04-13T09:00:00+10:00
U00728,18-24,一线,0.6692,岚川,平板电脑,内容创作,2026-06-06T09:00:00+10:00
U00729,25-34,新一线,0.6642,矩阵,平板电脑,学习办公,2025-08-17T09:00:00+10:00
U00730,35-44,二线,0.6423,澄光,笔记本电脑,轻度游戏,2024-04-06T09:00:00+10:00
U00731,25-34,二线,0.4519,玄甲,智能手机,轻度游戏,2025-03-17T09:00:00+10:00
U00732,35-44,二线,0.4392,岚川,笔记本电脑,内容创作,2024-09-15T09:00:00+10:00
U00733,25-34,二线,0.7307,云驰,头戴耳机,编程开发,2025-12-29T09:00:00+10:00
U00734,25-34,一线,0.5011,玄甲,笔记本电脑,学习办公,2026-02-25T09:00:00+10:00
U00735,25-34,新一线,0.5174,星云,头戴耳机,内容创作,2024-05-24T09:00:00+10:00
U00736,35-44,二线,0.5129,玄甲,键鼠套装,学习办公,2024-08-08T09:00:00+10:00
U00737,18-24,新一线,0.6862,矩阵,头戴耳机,影音娱乐,2026-04-06T09:00:00+10:00
U00738,35-44,新一线,0.6859,森屿,笔记本电脑,学习办公,2025-04-12T09:00:00+10:00
U00739,25-34,一线,0.5057,极昼,智能手机,轻度游戏,2024-06-08T09:00:00+10:00
U00740,35-44,二线,0.9247,极昼,显示器,影音娱乐,2025-06-30T09:00:00+10:00
U00741,35-44,新一线,0.7351,云驰,头戴耳机,内容创作,2026-05-10T09:00:00+10:00
U00742,35-44,新一线,0.57,玄甲,键鼠套装,影音娱乐,2024-09-14T09:00:00+10:00
U00743,35-44,二线,0.5053,森屿,笔记本电脑,影音娱乐,2025-05-12T09:00:00+10:00
U00744,18-24,一线,0.7557,岚川,头戴耳机,差旅通勤,2026-03-25T09:00:00+10:00
U00745,25-34,一线,0.708,玄甲,笔记本电脑,差旅通勤,2025-02-14T09:00:00+10:00
U00746,18-24,二线,0.5059,玄甲,平板电脑,轻度游戏,2026-04-06T09:00:00+10:00
U00747,25-34,三线及以下,0.3953,云驰,平板电脑,内容创作,2025-09-08T09:00:00+10:00
U00748,35-44,新一线,0.585,森屿,智能手机,学习办公,2025-01-01T09:00:00+10:00
U00749,25-34,二线,0.6062,星云,智能手机,轻度游戏,2024-04-12T09:00:00+10:00
U00750,25-34,二线,0.804,星云,笔记本电脑,编程开发,2024-04-23T09:00:00+10:00
U00751,25-34,新一线,0.5616,云驰,平板电脑,差旅通勤,2025-12-09T09:00:00+10:00
U00752,18-24,一线,0.8756,岚川,显示器,轻度游戏,2025-01-03T09:00:00+10:00
U00753,45+,一线,0.717,玄甲,显示器,编程开发,2025-01-12T09:00:00+10:00
U00754,25-34,二线,0.3259,森屿,笔记本电脑,差旅通勤,2026-05-20T09:00:00+10:00
U00755,18-24,三线及以下,0.6377,岚川,显示器,编程开发,2026-04-27T09:00:00+10:00
U00756,35-44,二线,0.7206,岚川,智能手机,编程开发,2024-04-18T09:00:00+10:00
U00757,18-24,一线,0.425,极昼,显示器,差旅通勤,2026-07-16T09:00:00+10:00
U00758,25-34,一线,0.8794,矩阵,显示器,内容创作,2025-11-18T09:00:00+10:00
U00759,35-44,三线及以下,0.369,岚川,键鼠套装,影音娱乐,2024-03-11T09:00:00+10:00
U00760,35-44,一线,0.2522,矩阵,笔记本电脑,轻度游戏,2024-07-27T09:00:00+10:00
U00761,35-44,新一线,0.3511,澄光,显示器,学习办公,2024-07-19T09:00:00+10:00
U00762,35-44,二线,0.5641,云驰,显示器,内容创作,2025-06-01T09:00:00+10:00
U00763,18-24,新一线,0.1511,云驰,笔记本电脑,学习办公,2025-07-27T09:00:00+10:00
U00764,25-34,新一线,0.4034,森屿,平板电脑,内容创作,2025-02-28T09:00:00+10:00
U00765,18-24,新一线,0.4769,极昼,智能手机,编程开发,2024-10-09T09:00:00+10:00
U00766,35-44,二线,0.3793,矩阵,头戴耳机,轻度游戏,2024-04-06T09:00:00+10:00
U00767,25-34,二线,0.57,玄甲,笔记本电脑,学习办公,2025-10-04T09:00:00+10:00
U00768,35-44,三线及以下,0.7798,矩阵,键鼠套装,学习办公,2025-09-15T09:00:00+10:00
U00769,25-34,二线,0.5492,澄光,笔记本电脑,影音娱乐,2026-04-10T09:00:00+10:00
U00770,18-24,一线,0.7814,森屿,智能手机,差旅通勤,2025-05-25T09:00:00+10:00
U00771,18-24,一线,0.5636,极昼,笔记本电脑,影音娱乐,2026-06-22T09:00:00+10:00
U00772,25-34,三线及以下,0.5492,岚川,键鼠套装,轻度游戏,2026-01-14T09:00:00+10:00
U00773,35-44,三线及以下,0.369,云驰,平板电脑,学习办公,2024-06-27T09:00:00+10:00
U00774,25-34,新一线,0.4475,云驰,笔记本电脑,差旅通勤,2026-01-26T09:00:00+10:00
U00775,25-34,新一线,0.7657,星云,键鼠套装,内容创作,2024-11-08T09:00:00+10:00
U00776,35-44,新一线,0.1917,岚川,智能手机,编程开发,2025-09-19T09:00:00+10:00
U00777,25-34,一线,0.7821,云驰,智能手机,差旅通勤,2025-08-13T09:00:00+10:00
U00778,18-24,新一线,0.4192,矩阵,平板电脑,编程开发,2025-05-01T09:00:00+10:00
U00779,25-34,新一线,0.4414,澄光,头戴耳机,影音娱乐,2025-03-07T09:00:00+10:00
U00780,25-34,二线,0.5459,岚川,显示器,轻度游戏,2024-12-09T09:00:00+10:00
U00781,25-34,新一线,0.7488,矩阵,笔记本电脑,影音娱乐,2024-08-03T09:00:00+10:00
U00782,18-24,二线,0.4237,玄甲,键鼠套装,影音娱乐,2026-01-18T09:00:00+10:00
U00783,25-34,一线,0.2284,星云,笔记本电脑,学习办公,2026-07-29T09:00:00+10:00
U00784,25-34,二线,0.2111,玄甲,平板电脑,内容创作,2024-11-21T09:00:00+10:00
U00785,18-24,二线,0.8051,矩阵,笔记本电脑,学习办公,2024-03-31T09:00:00+10:00
U00786,35-44,一线,0.4185,岚川,智能手机,差旅通勤,2026-03-01T09:00:00+10:00
U00787,25-34,三线及以下,0.7126,矩阵,笔记本电脑,学习办公,2024-06-09T09:00:00+10:00
U00788,25-34,三线及以下,0.7144,云驰,笔记本电脑,内容创作,2025-02-12T09:00:00+10:00
U00789,18-24,新一线,0.5923,矩阵,键鼠套装,内容创作,2026-07-29T09:00:00+10:00
U00790,25-34,三线及以下,0.1456,玄甲,键鼠套装,内容创作,2026-07-14T09:00:00+10:00
U00791,25-34,二线,0.4049,森屿,平板电脑,轻度游戏,2025-01-07T09:00:00+10:00
U00792,25-34,一线,0.1936,岚川,头戴耳机,轻度游戏,2025-12-13T09:00:00+10:00
U00793,25-34,新一线,0.4761,矩阵,笔记本电脑,轻度游戏,2025-11-16T09:00:00+10:00
U00794,25-34,二线,0.5154,澄光,显示器,学习办公,2024-11-24T09:00:00+10:00
U00795,18-24,三线及以下,0.23,岚川,头戴耳机,学习办公,2025-06-27T09:00:00+10:00
U00796,18-24,一线,0.6515,矩阵,显示器,编程开发,2026-07-10T09:00:00+10:00
U00797,25-34,一线,0.6914,星云,键鼠套装,学习办公,2024-04-09T09:00:00+10:00
U00798,25-34,二线,0.8814,森屿,显示器,差旅通勤,2024-07-23T09:00:00+10:00
U00799,45+,新一线,0.7245,极昼,笔记本电脑,编程开发,2024-07-21T09:00:00+10:00
U00800,18-24,二线,0.1293,星云,显示器,影音娱乐,2024-08-31T09:00:00+10:00
U00801,35-44,二线,0.903,星云,平板电脑,影音娱乐,2024-09-05T09:00:00+10:00
U00802,35-44,新一线,0.446,澄光,笔记本电脑,差旅通勤,2024-09-06T09:00:00+10:00
U00803,18-24,新一线,0.649,矩阵,键鼠套装,影音娱乐,2024-07-07T09:00:00+10:00
U00804,25-34,三线及以下,0.7511,澄光,键鼠套装,编程开发,2024-08-08T09:00:00+10:00
U00805,18-24,三线及以下,0.4056,岚川,智能手机,轻度游戏,2024-11-30T09:00:00+10:00
U00806,18-24,一线,0.7478,星云,平板电脑,学习办公,2025-01-16T09:00:00+10:00
U00807,18-24,二线,0.5474,星云,显示器,影音娱乐,2025-05-16T09:00:00+10:00
U00808,18-24,二线,0.337,玄甲,头戴耳机,学习办公,2024-04-09T09:00:00+10:00
U00809,35-44,一线,0.3988,云驰,头戴耳机,编程开发,2024-11-27T09:00:00+10:00
U00810,25-34,新一线,0.046,极昼,显示器,轻度游戏,2025-05-23T09:00:00+10:00
U00811,18-24,二线,0.5885,澄光,显示器,轻度游戏,2025-06-26T09:00:00+10:00
U00812,35-44,二线,0.2487,极昼,显示器,影音娱乐,2024-12-15T09:00:00+10:00
U00813,18-24,新一线,0.3947,极昼,智能手机,影音娱乐,2026-02-03T09:00:00+10:00
U00814,18-24,新一线,0.2775,矩阵,键鼠套装,学习办公,2025-03-01T09:00:00+10:00
U00815,35-44,一线,0.7723,森屿,智能手机,编程开发,2025-12-09T09:00:00+10:00
U00816,18-24,一线,0.7826,极昼,平板电脑,学习办公,2026-02-21T09:00:00+10:00
U00817,25-34,二线,0.1283,澄光,笔记本电脑,轻度游戏,2024-04-28T09:00:00+10:00
U00818,25-34,一线,0.4623,星云,笔记本电脑,学习办公,2024-06-21T09:00:00+10:00
U00819,35-44,新一线,0.1804,云驰,平板电脑,轻度游戏,2026-05-08T09:00:00+10:00
U00820,45+,一线,0.154,岚川,笔记本电脑,影音娱乐,2026-01-24T09:00:00+10:00
U00821,25-34,一线,0.2246,星云,键鼠套装,编程开发,2025-03-21T09:00:00+10:00
U00822,35-44,三线及以下,0.7281,矩阵,智能手机,影音娱乐,2024-12-21T09:00:00+10:00
U00823,18-24,一线,0.1884,星云,笔记本电脑,内容创作,2024-12-18T09:00:00+10:00
U00824,25-34,新一线,0.8253,岚川,笔记本电脑,内容创作,2025-05-18T09:00:00+10:00
U00825,18-24,三线及以下,0.2773,澄光,头戴耳机,差旅通勤,2025-06-02T09:00:00+10:00
U00826,35-44,一线,0.2566,星云,平板电脑,学习办公,2025-09-23T09:00:00+10:00
U00827,18-24,三线及以下,0.5011,矩阵,键鼠套装,编程开发,2025-05-25T09:00:00+10:00
U00828,18-24,一线,0.8352,矩阵,智能手机,差旅通勤,2025-05-21T09:00:00+10:00
U00829,35-44,新一线,0.854,玄甲,平板电脑,学习办公,2024-08-01T09:00:00+10:00
U00830,18-24,新一线,0.5257,森屿,显示器,轻度游戏,2024-04-01T09:00:00+10:00
U00831,18-24,新一线,0.5141,森屿,平板电脑,影音娱乐,2025-04-14T09:00:00+10:00
U00832,18-24,二线,0.6852,森屿,平板电脑,差旅通勤,2025-08-15T09:00:00+10:00
U00833,25-34,新一线,0.3514,森屿,平板电脑,学习办公,2024-06-02T09:00:00+10:00
U00834,35-44,二线,0.8732,森屿,头戴耳机,学习办公,2025-09-20T09:00:00+10:00
U00835,35-44,三线及以下,0.3201,玄甲,笔记本电脑,差旅通勤,2025-03-11T09:00:00+10:00
U00836,25-34,新一线,0.5634,星云,键鼠套装,影音娱乐,2025-12-10T09:00:00+10:00
U00837,25-34,三线及以下,0.315,澄光,头戴耳机,编程开发,2026-07-23T09:00:00+10:00
U00838,18-24,新一线,0.7469,澄光,平板电脑,差旅通勤,2024-05-15T09:00:00+10:00
U00839,18-24,二线,0.3113,云驰,显示器,差旅通勤,2025-03-01T09:00:00+10:00
U00840,35-44,新一线,0.3376,玄甲,键鼠套装,内容创作,2024-03-16T09:00:00+10:00
U00841,45+,一线,0.7744,玄甲,笔记本电脑,轻度游戏,2024-04-14T09:00:00+10:00
U00842,18-24,三线及以下,0.5201,森屿,显示器,学习办公,2026-03-31T09:00:00+10:00
U00843,18-24,三线及以下,0.7738,矩阵,笔记本电脑,影音娱乐,2024-08-13T09:00:00+10:00
U00844,25-34,三线及以下,0.602,森屿,平板电脑,轻度游戏,2024-07-16T09:00:00+10:00
U00845,18-24,二线,0.6813,矩阵,平板电脑,差旅通勤,2024-07-26T09:00:00+10:00
U00846,25-34,新一线,0.8209,星云,键鼠套装,内容创作,2025-12-22T09:00:00+10:00
U00847,18-24,一线,0.8263,云驰,显示器,编程开发,2025-08-27T09:00:00+10:00
U00848,45+,二线,0.6264,矩阵,笔记本电脑,轻度游戏,2024-11-25T09:00:00+10:00
U00849,25-34,二线,0.3363,玄甲,键鼠套装,编程开发,2025-09-12T09:00:00+10:00
U00850,45+,新一线,0.5878,岚川,头戴耳机,轻度游戏,2024-04-25T09:00:00+10:00
U00851,45+,二线,0.7171,岚川,智能手机,学习办公,2024-09-24T09:00:00+10:00
U00852,18-24,新一线,0.5855,森屿,头戴耳机,影音娱乐,2025-06-26T09:00:00+10:00
U00853,25-34,一线,0.7392,玄甲,键鼠套装,影音娱乐,2026-04-20T09:00:00+10:00
U00854,35-44,二线,0.644,星云,智能手机,影音娱乐,2026-01-17T09:00:00+10:00
U00855,18-24,三线及以下,0.2035,云驰,显示器,编程开发,2024-09-20T09:00:00+10:00
U00856,35-44,一线,0.7932,矩阵,笔记本电脑,轻度游戏,2024-11-05T09:00:00+10:00
U00857,25-34,新一线,0.9692,澄光,显示器,内容创作,2025-04-27T09:00:00+10:00
U00858,18-24,新一线,0.3554,星云,平板电脑,编程开发,2025-03-23T09:00:00+10:00
U00859,35-44,新一线,0.5603,云驰,智能手机,内容创作,2024-09-04T09:00:00+10:00
U00860,25-34,一线,0.517,岚川,键鼠套装,差旅通勤,2025-09-25T09:00:00+10:00
U00861,45+,新一线,0.9395,澄光,笔记本电脑,差旅通勤,2025-03-28T09:00:00+10:00
U00862,25-34,一线,0.9178,澄光,显示器,影音娱乐,2026-06-19T09:00:00+10:00
U00863,25-34,新一线,0.9082,澄光,头戴耳机,差旅通勤,2025-08-29T09:00:00+10:00
U00864,25-34,新一线,0.2978,澄光,笔记本电脑,影音娱乐,2024-11-26T09:00:00+10:00
U00865,25-34,一线,0.3025,矩阵,平板电脑,学习办公,2024-03-12T09:00:00+10:00
U00866,18-24,新一线,0.7552,星云,平板电脑,学习办公,2025-05-06T09:00:00+10:00
U00867,35-44,二线,0.3183,澄光,平板电脑,差旅通勤,2025-11-25T09:00:00+10:00
U00868,35-44,二线,0.2729,澄光,键鼠套装,差旅通勤,2025-02-15T09:00:00+10:00
U00869,35-44,新一线,0.1892,岚川,显示器,轻度游戏,2025-02-21T09:00:00+10:00
U00870,25-34,一线,0.5001,森屿,键鼠套装,轻度游戏,2025-05-21T09:00:00+10:00
U00871,45+,新一线,0.6261,澄光,平板电脑,影音娱乐,2026-03-08T09:00:00+10:00
U00872,18-24,二线,0.1857,云驰,笔记本电脑,学习办公,2025-12-02T09:00:00+10:00
U00873,18-24,三线及以下,0.1012,玄甲,显示器,编程开发,2025-09-10T09:00:00+10:00
U00874,25-34,一线,0.7122,玄甲,笔记本电脑,影音娱乐,2026-05-02T09:00:00+10:00
U00875,18-24,三线及以下,0.4164,星云,笔记本电脑,内容创作,2025-12-27T09:00:00+10:00
U00876,35-44,三线及以下,0.328,森屿,头戴耳机,内容创作,2026-04-10T09:00:00+10:00
U00877,25-34,二线,0.6443,森屿,键鼠套装,差旅通勤,2025-01-07T09:00:00+10:00
U00878,18-24,三线及以下,0.4835,极昼,平板电脑,差旅通勤,2024-08-17T09:00:00+10:00
U00879,25-34,三线及以下,0.2028,森屿,显示器,影音娱乐,2024-12-07T09:00:00+10:00
U00880,18-24,二线,0.7017,云驰,显示器,差旅通勤,2024-07-10T09:00:00+10:00
U00881,25-34,二线,0.5462,森屿,键鼠套装,内容创作,2025-03-02T09:00:00+10:00
U00882,25-34,二线,0.3331,岚川,笔记本电脑,差旅通勤,2026-03-27T09:00:00+10:00
U00883,45+,新一线,0.3155,森屿,头戴耳机,内容创作,2026-05-17T09:00:00+10:00
U00884,35-44,三线及以下,0.8191,星云,头戴耳机,内容创作,2026-07-26T09:00:00+10:00
U00885,18-24,二线,0.8577,玄甲,键鼠套装,内容创作,2024-10-16T09:00:00+10:00
U00886,35-44,三线及以下,0.0976,森屿,智能手机,轻度游戏,2024-09-20T09:00:00+10:00
U00887,18-24,二线,0.5724,岚川,头戴耳机,差旅通勤,2026-01-02T09:00:00+10:00
U00888,25-34,一线,0.5593,森屿,头戴耳机,学习办公,2024-09-29T09:00:00+10:00
U00889,35-44,一线,0.9203,星云,头戴耳机,内容创作,2025-01-12T09:00:00+10:00
U00890,25-34,一线,0.7978,澄光,智能手机,轻度游戏,2025-08-14T09:00:00+10:00
U00891,45+,二线,0.4078,森屿,智能手机,编程开发,2024-07-07T09:00:00+10:00
U00892,35-44,三线及以下,0.4292,澄光,键鼠套装,内容创作,2025-11-21T09:00:00+10:00
U00893,25-34,一线,0.8152,玄甲,智能手机,影音娱乐,2024-08-21T09:00:00+10:00
U00894,25-34,新一线,0.324,矩阵,键鼠套装,编程开发,2024-07-08T09:00:00+10:00
U00895,25-34,新一线,0.8801,岚川,头戴耳机,内容创作,2025-03-11T09:00:00+10:00
U00896,18-24,一线,0.4935,岚川,平板电脑,编程开发,2024-07-20T09:00:00+10:00
U00897,25-34,一线,0.7746,云驰,笔记本电脑,轻度游戏,2024-08-28T09:00:00+10:00
U00898,18-24,新一线,0.5577,岚川,显示器,差旅通勤,2024-04-14T09:00:00+10:00
U00899,18-24,新一线,0.7035,云驰,智能手机,影音娱乐,2025-11-30T09:00:00+10:00
U00900,18-24,二线,0.535,云驰,笔记本电脑,学习办公,2025-07-15T09:00:00+10:00
