product_id,category,brand,name,price,original_price,rating,review_count,sales_count,stock,performance,battery,portability,display,camera,audio,gaming,office,connectivity,quality,sustainability,release_days,description,highlights,limitations
P00184,智能手机,云驰,云驰 Studio 73,5999,6699,4.2,67,1682,158,0.5868,0.6523,0.5868,0.7827,0.6839,0.6912,0.5544,0.6677,0.6756,0.3452,0.5624,852,面向学习办公场景的智能手机，主打屏幕素质好、拍照清晰、连接稳定。,屏幕素质好、拍照清晰、连接稳定,若特别在意性能流畅，建议对比同价位其他型号。
P00185,智能手机,岚川,岚川 Air 74,3199,3699,4.0,406,2842,625,0.6135,0.4708,0.6012,0.4455,0.4123,0.313,0.252,0.5352,0.1985,0.3136,0.3294,40,面向编程开发场景的智能手机，主打性能流畅、轻便易携带、续航持久。,性能流畅、轻便易携带、续航持久,若特别在意连接稳定，建议对比同价位其他型号。
P00186,智能手机,云驰,云驰 Pro 75,6799,7799,4.4,16,199,1077,0.7175,0.8566,0.6923,0.961,0.7063,0.806,0.57,0.586,0.5335,0.5281,0.6045,466,面向轻度游戏场景的智能手机，主打屏幕素质好、续航持久、性能流畅。,屏幕素质好、续航持久、性能流畅,若特别在意连接稳定，建议对比同价位其他型号。
P00187,智能手机,矩阵,矩阵 Max 76,4199,4699,4.1,422,3524,305,0.517,0.7467,0.4209,0.6124,0.7023,0.3301,0.4368,0.4447,0.374,0.4819,0.3504,451,面向内容创作场景的智能手机，主打续航持久、拍照清晰、屏幕素质好。,续航持久、拍照清晰、屏幕素质好,若特别在意连接稳定，建议对比同价位其他型号。
P00188,智能手机,云驰,云驰 Neo 77,7799,8499,4.0,153,1678,705,0.8625,0.8156,0.6749,0.6096,1.0,0.7518,0.7411,0.733,0.8879,0.5745,0.7795,534,面向轻度游戏场景的智能手机，主打拍照清晰、连接稳定、性能流畅。,拍照清晰、连接稳定、性能流畅,若特别在意屏幕素质好，建议对比同价位其他型号。
P00189,智能手机,澄光,澄光 S 78,5999,6299,4.3,839,6814,245,0.6339,0.687,0.774,0.677,0.7233,0.6117,0.4467,0.3043,0.5622,0.4917,0.7055,349,面向差旅通勤场景的智能手机，主打轻便易携带、拍照清晰、续航持久。,轻便易携带、拍照清晰、续航持久,若特别在意连接稳定，建议对比同价位其他型号。
P00190,智能手机,星云,星云 One 79,5199,5799,4.2,8,86,478,0.5638,0.6502,0.5808,0.7303,0.6812,0.8016,0.81,0.4012,0.8069,0.5559,0.4773,353,面向学习办公场景的智能手机，主打连接稳定、屏幕素质好、拍照清晰。,连接稳定、屏幕素质好、拍照清晰,若特别在意性能流畅，建议对比同价位其他型号。
P00191,智能手机,森屿,森屿 Go 80,5799,5999,4.3,127,970,987,0.7141,0.6629,0.6388,0.6486,0.6793,0.2536,0.5752,0.4231,0.5395,0.6433,0.5261,74,面向轻度游戏场景的智能手机，主打性能流畅、拍照清晰、续航持久。,性能流畅、拍照清晰、续航持久,若特别在意连接稳定，建议对比同价位其他型号。
P00192,智能手机,玄甲,玄甲 Studio 81,4899,5799,4.3,366,6535,790,0.7943,0.706,0.8397,0.5208,0.717,0.7186,0.5009,0.5586,0.9293,0.6,0.9346,670,面向差旅通勤场景的智能手机，主打连接稳定、轻便易携带、性能流畅。,连接稳定、轻便易携带、性能流畅,若特别在意屏幕素质好，建议对比同价位其他型号。
P00193,智能手机,云驰,云驰 Air 82,7199,7699,4.6,24,185,1123,0.6578,0.9882,0.9061,0.8201,0.6696,0.6578,0.8226,0.8321,1.0,0.7719,0.5328,675,面向内容创作场景的智能手机，主打连接稳定、续航持久、轻便易携带。,连接稳定、续航持久、轻便易携带,若特别在意性能流畅，建议对比同价位其他型号。
P00194,智能手机,澄光,澄光 Pro 83,6999,7499,4.4,8,55,160,0.9386,0.7814,0.7834,0.8526,0.7867,0.6984,0.5705,0.6891,0.8153,0.6293,0.8102,604,面向编程开发场景的智能手机，主打性能流畅、屏幕素质好、连接稳定。,性能流畅、屏幕素质好、连接稳定,若特别在意续航持久，建议对比同价位其他型号。
P00195,智能手机,云驰,云驰 Max 84,6099,6899,4.5,22,309,1698,0.4239,0.7787,0.9176,0.6553,0.9497,0.4818,0.4924,0.7777,0.8831,0.6338,0.5678,551,面向差旅通勤场景的智能手机，主打拍照清晰、轻便易携带、连接稳定。,拍照清晰、轻便易携带、连接稳定,若特别在意性能流畅，建议对比同价位其他型号。
P00196,智能手机,星云,星云 Neo 85,6199,6599,4.5,360,2610,800,0.7545,0.7653,0.7505,0.684,0.7419,0.656,0.5537,0.7904,0.7605,0.5363,0.6616,802,面向学习办公场景的智能手机，主打续航持久、连接稳定、性能流畅。,续航持久、连接稳定、性能流畅,若特别在意屏幕素质好，建议对比同价位其他型号。
P00197,智能手机,澄光,澄光 S 86,6699,7999,4.5,361,3456,770,0.8123,0.6373,0.6553,0.4965,0.8369,0.5902,0.5797,0.5593,0.7436,0.6804,0.6238,829,面向学习办公场景的智能手机，主打拍照清晰、性能流畅、连接稳定。,拍照清晰、性能流畅、连接稳定,若特别在意屏幕素质好，建议对比同价位其他型号。
P00198,智能手机,星云,星云 One 87,5899,6999,4.4,58,550,995,0.543,0.4848,0.8033,0.6912,0.6127,0.4261,0.7543,0.6291,0.8101,0.7204,0.5726,888,面向差旅通勤场景的智能手机，主打连接稳定、轻便易携带、屏幕素质好。,连接稳定、轻便易携带、屏幕素质好,若特别在意续航持久，建议对比同价位其他型号。
P00199,智能手机,玄甲,玄甲 Go 88,4099,4799,4.2,44,510,1617,0.5349,0.5881,0.4469,0.5382,0.7147,0.4796,0.4406,0.5205,0.3436,0.5639,0.3274,671,面向内容创作场景的智能手机，主打拍照清晰、续航持久、屏幕素质好。,拍照清晰、续航持久、屏幕素质好,若特别在意连接稳定，建议对比同价位其他型号。
P00200,智能手机,极昼,极昼 Studio 89,4699,5399,4.5,119,751,341,0.5828,0.7441,0.8287,0.6934,0.7829,0.5669,0.5911,0.4744,0.7278,0.6891,0.5864,743,面向轻度游戏场景的智能手机，主打轻便易携带、拍照清晰、续航持久。,轻便易携带、拍照清晰、续航持久,若特别在意性能流畅，建议对比同价位其他型号。
P00201,智能手机,云驰,云驰 Air 90,3899,4299,4.2,28,170,550,0.7691,0.6584,0.3856,0.5519,0.3813,0.5289,0.2249,0.4748,0.5936,0.4958,0.1678,549,面向差旅通勤场景的智能手机，主打性能流畅、续航持久、连接稳定。,性能流畅、续航持久、连接稳定,若特别在意拍照清晰，建议对比同价位其他型号。
P00202,智能手机,矩阵,矩阵 Pro 91,3299,3399,4.1,150,1116,871,0.5668,0.6637,0.5748,0.5844,0.2953,0.3335,0.4402,0.4873,0.5808,0.4634,0.4215,725,面向内容创作场景的智能手机，主打续航持久、屏幕素质好、连接稳定。,续航持久、屏幕素质好、连接稳定,若特别在意拍照清晰，建议对比同价位其他型号。
P00203,智能手机,星云,星云 Max 92,8399,8899,4.9,111,1750,232,0.9248,0.8288,0.8019,0.9536,0.8222,0.9326,0.7201,0.8021,1.0,0.8498,0.6707,721,面向影音娱乐场景的智能手机，主打连接稳定、屏幕素质好、性能流畅。,连接稳定、屏幕素质好、性能流畅,若特别在意轻便易携带，建议对比同价位其他型号。
P00204,智能手机,极昼,极昼 Neo 93,6999,8299,4.5,12,148,617,0.696,0.7681,0.852,0.6598,0.7761,0.7777,0.6277,0.9159,0.8465,0.5894,0.4064,648,面向内容创作场景的智能手机，主打轻便易携带、连接稳定、拍照清晰。,轻便易携带、连接稳定、拍照清晰,若特别在意屏幕素质好，建议对比同价位其他型号。
P00205,智能手机,岚川,岚川 S 94,1899,2099,3.9,90,893,1704,0.2635,0.4045,0.3163,0.5184,0.4729,0.2397,0.1537,0.3526,0.4752,0.2345,0.3339,308,面向轻度游戏场景的智能手机，主打屏幕素质好、连接稳定、拍照清晰。,屏幕素质好、连接稳定、拍照清晰,若特别在意性能流畅，建议对比同价位其他型号。
P00206,智能手机,云驰,云驰 One 95,7799,8399,4.5,264,4372,376,0.9431,1.0,0.8692,0.9395,0.9206,0.4988,0.713,1.0,0.7796,0.7517,0.6919,686,面向编程开发场景的智能手机，主打续航持久、性能流畅、屏幕素质好。,续航持久、性能流畅、屏幕素质好,若特别在意连接稳定，建议对比同价位其他型号。
P00207,智能手机,澄光,澄光 Go 96,7399,8299,4.5,8,98,783,0.7984,0.8233,0.9431,0.8346,0.7751,0.7918,0.4475,0.7536,0.6509,0.6247,0.457,529,面向差旅通勤场景的智能手机，主打轻便易携带、屏幕素质好、续航持久。,轻便易携带、屏幕素质好、续航持久,若特别在意连接稳定，建议对比同价位其他型号。
P00208,智能手机,星云,星云 Studio 97,6699,7499,4.3,317,3198,1491,0.7334,0.7512,0.7661,0.7403,0.6296,0.8412,0.5898,0.3391,0.7928,0.5693,0.7702,600,面向轻度游戏场景的智能手机，主打连接稳定、轻便易携带、续航持久。,连接稳定、轻便易携带、续航持久,若特别在意拍照清晰，建议对比同价位其他型号。
P00209,智能手机,云驰,云驰 Air 98,3899,4599,4.4,259,1728,1457,0.5298,0.4433,0.4986,0.58,0.4483,0.5163,0.3938,0.3357,0.6555,0.4051,0.3598,436,面向轻度游戏场景的智能手机，主打连接稳定、屏幕素质好、性能流畅。,连接稳定、屏幕素质好、性能流畅,若特别在意续航持久，建议对比同价位其他型号。
P00210,智能手机,极昼,极昼 Pro 10,2399,2799,3.9,161,904,1381,0.5149,0.5032,0.4524,0.5207,0.6387,0.2866,0.2528,0.3608,0.5161,0.3295,0.1771,50,面向轻度游戏场景的智能手机，主打拍照清晰、屏幕素质好、连接稳定。,拍照清晰、屏幕素质好、连接稳定,若特别在意轻便易携带，建议对比同价位其他型号。
P00211,智能手机,矩阵,矩阵 Max 11,5899,6899,3.9,57,360,279,0.7001,0.5636,0.7159,0.6665,0.8946,0.8599,0.7397,0.3721,0.5921,0.3079,0.3972,794,面向轻度游戏场景的智能手机，主打拍照清晰、轻便易携带、性能流畅。,拍照清晰、轻便易携带、性能流畅,若特别在意续航持久，建议对比同价位其他型号。
P00212,智能手机,矩阵,矩阵 Neo 12,3299,3599,4.1,479,3512,1757,0.5729,0.5327,0.4338,0.8547,0.5465,0.3665,0.4231,0.284,0.341,0.299,0.3198,47,面向学习办公场景的智能手机，主打屏幕素质好、性能流畅、拍照清晰。,屏幕素质好、性能流畅、拍照清晰,若特别在意连接稳定，建议对比同价位其他型号。
P00213,智能手机,玄甲,玄甲 S 13,4699,4899,4.1,9,162,786,0.6358,0.5545,0.2651,0.7241,0.5953,0.4558,0.5629,0.363,0.6256,0.5882,0.6887,350,面向学习办公场景的智能手机，主打屏幕素质好、性能流畅、连接稳定。,屏幕素质好、性能流畅、连接稳定,若特别在意轻便易携带，建议对比同价位其他型号。
P00214,智能手机,玄甲,玄甲 One 14,4899,5399,4.4,164,925,339,0.3902,0.56,0.5925,0.9415,0.7136,0.7228,0.7484,0.3688,0.691,0.6828,0.477,380,面向编程开发场景的智能手机，主打屏幕素质好、拍照清晰、连接稳定。,屏幕素质好、拍照清晰、连接稳定,若特别在意性能流畅，建议对比同价位其他型号。
P00215,智能手机,玄甲,玄甲 Go 15,2799,3299,4.3,574,3238,1003,0.4153,0.5513,0.6472,0.318,0.6673,0.1252,0.4197,0.2997,0.7946,0.5353,0.8084,271,面向学习办公场景的智能手机，主打连接稳定、拍照清晰、轻便易携带。,连接稳定、拍照清晰、轻便易携带,若特别在意屏幕素质好，建议对比同价位其他型号。
P00216,智能手机,云驰,云驰 Studio 16,5899,6299,4.6,14,145,1677,0.7916,0.8504,0.8656,0.8031,0.7111,0.7097,0.5905,0.5995,0.5598,0.7151,0.6146,830,面向学习办公场景的智能手机，主打轻便易携带、续航持久、屏幕素质好。,轻便易携带、续航持久、屏幕素质好,若特别在意连接稳定，建议对比同价位其他型号。
P00217,智能手机,云驰,云驰 Air 17,6199,6599,4.4,160,1091,839,0.5697,0.7356,0.4792,0.5865,0.8846,0.7157,0.3615,0.6111,1.0,0.4875,0.6756,691,面向轻度游戏场景的智能手机，主打连接稳定、拍照清晰、续航持久。,连接稳定、拍照清晰、续航持久,若特别在意轻便易携带，建议对比同价位其他型号。
P00218,智能手机,星云,星云 Pro 18,6399,6899,4.6,31,205,346,0.6205,0.8998,0.7674,0.8109,0.7545,0.9423,0.7861,0.7165,0.8958,0.7342,0.8354,554,面向影音娱乐场景的智能手机，主打续航持久、连接稳定、屏幕素质好。,续航持久、连接稳定、屏幕素质好,若特别在意性能流畅，建议对比同价位其他型号。
P00219,智能手机,云驰,云驰 Max 19,6199,6399,4.6,39,236,704,0.6758,0.8884,0.6898,0.6885,0.7588,0.5451,0.5331,0.6137,0.9528,0.7653,0.3054,22,面向差旅通勤场景的智能手机，主打连接稳定、续航持久、拍照清晰。,连接稳定、续航持久、拍照清晰,若特别在意性能流畅，建议对比同价位其他型号。
P00220,智能手机,星云,星云 Neo 20,8099,8599,4.5,127,1624,1499,0.7912,1.0,0.9455,0.9614,0.8741,0.7541,0.9369,0.7707,0.9688,0.8224,0.7194,277,面向差旅通勤场景的智能手机，主打续航持久、连接稳定、屏幕素质好。,续航持久、连接稳定、屏幕素质好,若特别在意性能流畅，建议对比同价位其他型号。
P00221,智能手机,矩阵,矩阵 S 21,8099,9099,4.7,61,449,157,1.0,0.8877,0.8706,0.7206,0.8769,0.7403,0.7332,0.661,0.6833,0.8961,0.8333,363,面向影音娱乐场景的智能手机，主打性能流畅、续航持久、拍照清晰。,性能流畅、续航持久、拍照清晰,若特别在意连接稳定，建议对比同价位其他型号。
P00222,智能手机,极昼,极昼 One 22,8099,8899,4.7,285,1897,1585,0.6241,1.0,0.8394,0.8536,0.9867,0.6832,1.0,0.7792,0.8303,0.8546,0.7061,284,面向编程开发场景的智能手机，主打续航持久、拍照清晰、屏幕素质好。,续航持久、拍照清晰、屏幕素质好,若特别在意性能流畅，建议对比同价位其他型号。
P00223,智能手机,极昼,极昼 Go 23,7499,7899,4.7,264,4365,1497,0.8365,0.8989,0.9377,0.8546,0.7751,0.649,0.5656,0.7759,0.8074,0.7868,0.5521,426,面向编程开发场景的智能手机，主打轻便易携带、续航持久、屏幕素质好。,轻便易携带、续航持久、屏幕素质好,若特别在意拍照清晰，建议对比同价位其他型号。
P00224,智能手机,矩阵,矩阵 Studio 24,2499,2699,4.3,337,2273,954,0.4808,0.4315,0.1468,0.2352,0.4495,0.393,0.4592,0.2228,0.3509,0.3781,0.24,297,面向轻度游戏场景的智能手机，主打性能流畅、拍照清晰、续航持久。,性能流畅、拍照清晰、续航持久,若特别在意轻便易携带，建议对比同价位其他型号。
P00225,智能手机,极昼,极昼 Air 25,4699,5499,4.3,8,118,1079,0.7719,0.7097,0.6512,0.8954,0.673,0.4797,0.6388,0.6062,0.4807,0.4458,0.6536,161,面向编程开发场景的智能手机，主打屏幕素质好、性能流畅、续航持久。,屏幕素质好、性能流畅、续航持久,若特别在意连接稳定，建议对比同价位其他型号。
P00226,智能手机,森屿,森屿 Pro 26,2499,2699,4.4,49,349,1756,0.5008,0.6981,0.4078,0.6052,0.4908,0.5521,0.5852,0.341,0.7192,0.4093,0.3837,474,面向影音娱乐场景的智能手机，主打连接稳定、续航持久、屏幕素质好。,连接稳定、续航持久、屏幕素质好,若特别在意轻便易携带，建议对比同价位其他型号。
P00227,智能手机,玄甲,玄甲 Max 27,4599,4899,4.5,45,301,1742,0.5401,0.9322,0.6299,0.9051,0.7298,0.6291,0.3906,0.5828,0.367,0.6129,0.432,27,面向差旅通勤场景的智能手机，主打续航持久、屏幕素质好、拍照清晰。,续航持久、屏幕素质好、拍照清晰,若特别在意连接稳定，建议对比同价位其他型号。
P00228,智能手机,森屿,森屿 Neo 28,1999,2099,3.9,10,110,283,0.1925,0.4059,0.3109,0.3952,0.2559,0.2821,0.2462,0.3204,0.3449,0.2297,0.2781,171,面向编程开发场景的智能手机，主打续航持久、屏幕素质好、连接稳定。,续航持久、屏幕素质好、连接稳定,若特别在意性能流畅，建议对比同价位其他型号。
P00229,智能手机,岚川,岚川 S 29,3999,4199,4.1,57,708,915,0.6384,0.5116,0.5192,0.5859,0.4341,0.4081,0.5374,0.4017,0.4145,0.33,0.5859,496,面向轻度游戏场景的智能手机，主打性能流畅、屏幕素质好、轻便易携带。,性能流畅、屏幕素质好、轻便易携带,若特别在意连接稳定，建议对比同价位其他型号。
P00230,智能手机,极昼,极昼 One 30,6199,7099,4.6,14,283,268,0.5976,0.4738,0.7028,0.8908,0.7685,0.4784,0.6282,0.7741,0.9756,0.7328,0.5988,617,面向内容创作场景的智能手机，主打连接稳定、屏幕素质好、拍照清晰。,连接稳定、屏幕素质好、拍照清晰,若特别在意续航持久，建议对比同价位其他型号。
P00231,智能手机,澄光,澄光 Go 31,7199,8099,4.7,410,4093,209,0.8436,0.6251,0.9362,0.8074,1.0,0.7679,0.7599,0.6875,0.7637,0.7201,0.5481,424,面向影音娱乐场景的智能手机，主打拍照清晰、轻便易携带、性能流畅。,拍照清晰、轻便易携带、性能流畅,若特别在意续航持久，建议对比同价位其他型号。
P00232,智能手机,澄光,澄光 Studio 32,6799,7899,4.3,8,112,1320,0.8308,0.5979,0.7949,0.6912,0.5919,0.9241,0.4208,0.7353,1.0,0.6784,0.6642,304,面向影音娱乐场景的智能手机，主打连接稳定、性能流畅、轻便易携带。,连接稳定、性能流畅、轻便易携带,若特别在意拍照清晰，建议对比同价位其他型号。
P00233,智能手机,极昼,极昼 Air 33,4199,4599,4.3,74,742,1483,0.581,0.8512,0.5744,0.6298,0.6841,0.6861,0.393,0.6054,0.5013,0.4673,0.4693,123,面向编程开发场景的智能手机，主打续航持久、拍照清晰、屏幕素质好。,续航持久、拍照清晰、屏幕素质好,若特别在意连接稳定，建议对比同价位其他型号。
P00234,智能手机,澄光,澄光 Pro 34,3399,3499,4.3,141,2328,257,0.5789,0.6438,0.5018,0.338,0.4094,0.3063,0.3463,0.4143,0.5924,0.5176,0.3952,329,面向内容创作场景的智能手机，主打续航持久、连接稳定、性能流畅。,续航持久、连接稳定、性能流畅,若特别在意屏幕素质好，建议对比同价位其他型号。
P00235,智能手机,矩阵,矩阵 Max 35,2199,2499,4.1,1155,8717,390,0.6674,0.1046,0.2162,0.524,0.5004,0.3521,0.4606,0.3463,0.4672,0.3468,0.0,399,面向学习办公场景的智能手机，主打性能流畅、屏幕素质好、拍照清晰。,性能流畅、屏幕素质好、拍照清晰,若特别在意续航持久，建议对比同价位其他型号。
P00236,智能手机,云驰,云驰 Neo 36,7099,8299,4.5,194,1607,502,0.7834,0.6746,0.801,0.8806,0.5885,0.6115,0.763,0.6916,0.9514,0.6666,0.9064,333,面向影音娱乐场景的智能手机，主打连接稳定、屏幕素质好、轻便易携带。,连接稳定、屏幕素质好、轻便易携带,若特别在意拍照清晰，建议对比同价位其他型号。
P00237,智能手机,矩阵,矩阵 S 37,5199,5999,4.8,13,121,930,0.6744,0.747,0.6318,0.5574,0.4736,0.6664,0.6975,0.641,0.6415,0.7827,0.6398,710,面向差旅通勤场景的智能手机，主打续航持久、性能流畅、连接稳定。,续航持久、性能流畅、连接稳定,若特别在意拍照清晰，建议对比同价位其他型号。
P00238,智能手机,森屿,森屿 One 38,4599,5499,4.3,95,1681,1561,0.4797,0.4126,0.5182,0.8411,0.471,0.4859,0.4724,0.4556,0.6699,0.5646,0.4845,289,面向轻度游戏场景的智能手机，主打屏幕素质好、连接稳定、轻便易携带。,屏幕素质好、连接稳定、轻便易携带,若特别在意续航持久，建议对比同价位其他型号。
P00239,智能手机,森屿,森屿 Go 39,2699,3199,4.2,19,123,1660,0.6211,0.302,0.552,0.1078,0.3365,0.4257,0.2501,0.0,0.5668,0.6294,0.262,876,面向差旅通勤场景的智能手机，主打性能流畅、连接稳定、轻便易携带。,性能流畅、连接稳定、轻便易携带,若特别在意屏幕素质好，建议对比同价位其他型号。
P00240,智能手机,云驰,云驰 Studio 40,7399,8299,4.9,165,1333,1055,0.8176,0.9335,1.0,0.761,0.9028,0.5187,0.6376,0.9754,0.7345,0.9486,0.5216,236,面向差旅通勤场景的智能手机，主打轻便易携带、续航持久、拍照清晰。,轻便易携带、续航持久、拍照清晰,若特别在意连接稳定，建议对比同价位其他型号。
P00241,平板电脑,矩阵,矩阵 Air 10,2199,2299,4.2,422,7169,514,0.5322,0.4161,0.4276,0.2375,0.4767,0.2915,0.147,0.5612,0.4435,0.3847,0.414,860,面向差旅通勤场景的平板电脑，主打办公效率高、性能流畅、轻便易携带。,办公效率高、性能流畅、轻便易携带,若特别在意屏幕素质好，建议对比同价位其他型号。
P00242,平板电脑,澄光,澄光 Pro 11,3999,4699,4.1,730,4528,672,0.409,0.5201,0.6294,0.5447,0.6643,0.7431,0.637,0.5467,0.2912,0.4395,0.3284,198,面向编程开发场景的平板电脑，主打音质和降噪好、轻便易携带、办公效率高。,音质和降噪好、轻便易携带、办公效率高,若特别在意性能流畅，建议对比同价位其他型号。
P00243,平板电脑,矩阵,矩阵 Max 12,3899,4199,4.2,144,2443,882,0.5451,0.2434,0.6631,0.6373,0.5125,0.5509,0.5184,0.4412,0.3212,0.4169,0.3375,185,面向内容创作场景的平板电脑，主打轻便易携带、屏幕素质好、音质和降噪好。,轻便易携带、屏幕素质好、音质和降噪好,若特别在意续航持久，建议对比同价位其他型号。
P00244,平板电脑,星云,星云 Neo 13,6199,6499,4.7,8,94,536,0.713,0.7628,0.5832,0.9177,0.7516,1.0,0.7913,0.8352,0.7364,0.8763,0.831,244,面向差旅通勤场景的平板电脑，主打音质和降噪好、屏幕素质好、办公效率高。,音质和降噪好、屏幕素质好、办公效率高,若特别在意轻便易携带，建议对比同价位其他型号。
P00245,平板电脑,极昼,极昼 S 14,4499,4899,4.0,8,112,649,0.5859,0.7817,0.5685,0.7294,0.4108,0.7403,0.4048,0.7768,0.5495,0.3467,0.704,699,面向影音娱乐场景的平板电脑，主打续航持久、办公效率高、音质和降噪好。,续航持久、办公效率高、音质和降噪好,若特别在意轻便易携带，建议对比同价位其他型号。
P00246,平板电脑,云驰,云驰 One 15,5099,5899,4.2,128,775,828,0.6413,0.6583,0.6557,0.5223,0.3948,0.6659,0.7653,0.7423,0.4548,0.5177,0.4817,550,面向影音娱乐场景的平板电脑，主打办公效率高、音质和降噪好、续航持久。,办公效率高、音质和降噪好、续航持久,若特别在意屏幕素质好，建议对比同价位其他型号。
P00247,平板电脑,矩阵,矩阵 Go 16,4699,5399,4.4,190,1223,446,0.7018,0.3484,0.7044,0.8258,0.366,0.5518,0.682,0.7458,0.5662,0.5772,0.6131,204,面向轻度游戏场景的平板电脑，主打屏幕素质好、办公效率高、轻便易携带。,屏幕素质好、办公效率高、轻便易携带,若特别在意续航持久，建议对比同价位其他型号。
P00248,平板电脑,澄光,澄光 Studio 17,4799,5499,4.4,127,2332,1379,0.777,0.6222,0.4903,1.0,0.5903,0.5962,0.8668,0.8526,0.5269,0.5124,0.4607,649,面向影音娱乐场景的平板电脑，主打屏幕素质好、办公效率高、性能流畅。,屏幕素质好、办公效率高、性能流畅,若特别在意轻便易携带，建议对比同价位其他型号。
P00249,平板电脑,岚川,岚川 Air 18,2199,2499,3.9,129,1201,897,0.6485,0.2904,0.3421,0.5657,0.2375,0.3555,0.6191,0.1288,0.2891,0.3133,0.4352,70,面向差旅通勤场景的平板电脑，主打性能流畅、屏幕素质好、音质和降噪好。,性能流畅、屏幕素质好、音质和降噪好,若特别在意办公效率高，建议对比同价位其他型号。
P00250,平板电脑,森屿,森屿 Pro 19,4499,4799,4.5,75,782,1429,0.5236,0.558,0.6575,0.4798,0.6862,0.5707,0.8084,0.5881,0.312,0.6963,0.5433,612,面向影音娱乐场景的平板电脑，主打轻便易携带、办公效率高、音质和降噪好。,轻便易携带、办公效率高、音质和降噪好,若特别在意屏幕素质好，建议对比同价位其他型号。
P00251,平板电脑,矩阵,矩阵 Max 20,3899,4099,4.1,20,220,1290,0.5986,0.9237,0.5367,0.5102,0.3525,0.6727,0.3072,0.4739,0.2523,0.4685,0.4203,195,面向轻度游戏场景的平板电脑，主打续航持久、音质和降噪好、性能流畅。,续航持久、音质和降噪好、性能流畅,若特别在意办公效率高，建议对比同价位其他型号。
P00252,平板电脑,玄甲,玄甲 Neo 21,3299,3799,3.9,16,121,477,0.6655,0.4917,0.6978,0.4819,0.4132,0.2832,0.3265,0.9022,0.5716,0.2615,0.5051,275,面向学习办公场景的平板电脑，主打办公效率高、轻便易携带、性能流畅。,办公效率高、轻便易携带、性能流畅,若特别在意音质和降噪好，建议对比同价位其他型号。
P00253,平板电脑,澄光,澄光 S 22,2999,3399,4.3,8,78,833,0.6328,0.443,0.3732,0.4725,0.2681,0.4601,0.2748,0.4222,0.119,0.4942,0.5638,766,面向编程开发场景的平板电脑，主打性能流畅、屏幕素质好、音质和降噪好。,性能流畅、屏幕素质好、音质和降噪好,若特别在意轻便易携带，建议对比同价位其他型号。
P00254,平板电脑,矩阵,矩阵 One 23,3899,4099,4.7,642,5163,156,0.56,0.6038,0.4775,0.5563,0.387,0.6172,0.5076,0.6065,0.5721,0.7065,0.5782,792,面向内容创作场景的平板电脑，主打音质和降噪好、办公效率高、续航持久。,音质和降噪好、办公效率高、续航持久,若特别在意轻便易携带，建议对比同价位其他型号。
P00255,平板电脑,矩阵,矩阵 Go 24,5199,6199,4.6,10,97,155,0.8517,0.9217,0.8431,0.7231,0.693,0.844,0.6564,0.7668,0.6547,0.6308,0.6509,689,面向编程开发场景的平板电脑，主打续航持久、性能流畅、音质和降噪好。,续航持久、性能流畅、音质和降噪好,若特别在意屏幕素质好，建议对比同价位其他型号。
P00256,平板电脑,星云,星云 Studio 25,6599,7099,4.2,46,281,939,0.73,1.0,0.9381,0.7679,0.5808,0.9351,0.6868,1.0,0.7951,0.5799,0.5183,402,面向学习办公场景的平板电脑，主打续航持久、办公效率高、轻便易携带。,续航持久、办公效率高、轻便易携带,若特别在意性能流畅，建议对比同价位其他型号。
P00257,平板电脑,矩阵,矩阵 Air 26,1999,2199,4.2,572,7100,574,0.2341,0.5496,0.3708,0.5072,0.3812,0.4739,0.3155,0.6001,0.3187,0.344,0.419,230,面向学习办公场景的平板电脑，主打办公效率高、续航持久、屏幕素质好。,办公效率高、续航持久、屏幕素质好,若特别在意性能流畅，建议对比同价位其他型号。
P00258,平板电脑,森屿,森屿 Pro 27,3999,4799,4.8,314,2679,127,0.677,0.6617,0.4255,0.5559,0.3415,0.5538,0.6277,0.6174,0.436,0.7006,0.4979,85,面向内容创作场景的平板电脑，主打性能流畅、续航持久、办公效率高。,性能流畅、续航持久、办公效率高,若特别在意轻便易携带，建议对比同价位其他型号。
P00259,平板电脑,矩阵,矩阵 Max 28,2499,2799,4.4,310,1819,807,0.5035,0.5405,0.3168,0.5489,0.1667,0.485,0.3337,0.5018,0.4564,0.4961,0.1507,876,面向影音娱乐场景的平板电脑，主打屏幕素质好、续航持久、性能流畅。,屏幕素质好、续航持久、性能流畅,若特别在意轻便易携带，建议对比同价位其他型号。
P00260,平板电脑,矩阵,矩阵 Neo 29,4999,5899,4.2,82,486,1204,0.9783,0.4897,0.7867,0.847,0.5359,0.9989,0.7478,0.819,0.5475,0.6176,0.5578,225,面向学习办公场景的平板电脑，主打音质和降噪好、性能流畅、屏幕素质好。,音质和降噪好、性能流畅、屏幕素质好,若特别在意续航持久，建议对比同价位其他型号。
P00261,平板电脑,澄光,澄光 S 30,4599,4799,4.6,8,67,1688,0.5426,0.6455,0.7616,0.7336,0.5664,0.7604,0.6109,0.8826,0.7808,0.7857,0.5082,859,面向差旅通勤场景的平板电脑，主打办公效率高、轻便易携带、音质和降噪好。,办公效率高、轻便易携带、音质和降噪好,若特别在意性能流畅，建议对比同价位其他型号。
